#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , First Class,Jack Harlow,86,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-10,1rDQ4oMwGJI7B4tovsBOxc
2 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-10,4LRPiXqCikLlN15c3yImP7
3 , Heat Waves,Glass Animals,95,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-10,02MWAaffLxlfxAUY7c5dvx
4 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",91,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-10,5Z9KJZvQzH6PFmb8SNkxuk
5 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",93,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-10,5PjdY0CKGZdEuoNab3yDmX
6 , Nail Tech,Jack Harlow,90,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,Nail Tech,2022-02-18,3:26,65,58,0,0,11,9,12,-8 db,150,E Minor,9A,4,2022-04-10,62Yo3FDddWY8ydu6PW2wyz
7 , good 4 u,Olivia Rodrigo,95,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-10,4ZtFanR9U6ndgddUvNcjcG
8 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",89,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-10,1HhNoOuqm1a5MXYEgAFl8o
9 , We Don't Talk About Bruno,"Carolina Gaitán - La Gaita,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",94,"modern salsa, salsa colombiana, latin, latin hip hop, reggaeton,","Latin, Hip Hop",Encanto (Original Motion Picture Soundtrack),2021-11-19,3:36,58,45,36,0,83,8,11,-9 db,206,C Minor,5A,4,2022-04-10,52xJxFP6TqMuO4Yt0eOkMz
10 , Super Gremlin,Kodak Black,78,"florida rap, hip hop, melodic rap, miami hip hop, rap, trap",Hip Hop,Back For Everything,2022-02-25,3:20,83,41,0,0,11,14,36,-7 db,73,D Major,10B,4,2022-04-10,1Y5Jvi3eLi4Chwqch9GMem
11 , Right On,Lil Baby,70,"atl hip hop, atl trap, rap, trap",Hip Hop,Right On,2022-04-08,3:33,54,62,2,0,21,38,10,-6 db,166,D Major,10B,4,2022-04-10,6ws54n2IzyrIxxyzlG2bVJ
12 , Woman,Doja Cat,96,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-10,6Uj1ctrBOjOas8xZXGqKk4
13 , Ghost,Justin Bieber,94,"canadian pop, pop",Pop,Justice,2021-03-19,2:33,60,74,19,0,44,5,42,-6 db,154,D Major,10B,4,2022-04-10,6I3mqTwhRpn34SLVafSH7G
