#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-16,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,93,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-16,1rDQ4oMwGJI7B4tovsBOxc
3 , ?mis sa tegid,5MIINUST,48,"estonian hip hop, estonian pop","Hip Hop, Pop",kõik on süüdi,2021-11-30,3:56,58,82,0,0,17,4,9,-6 db,120,E Minor,9A,4,2022-04-16,4VJpJ0g4b0KqF7KZHiwOpV
4 , Heat Waves,Glass Animals,93,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-16,02MWAaffLxlfxAUY7c5dvx
5 , Down Under (feat. Colin Hay),"Luude,Colin Hay",72,"aussietronica, neo mellow, solo wave","Dance/Electronic, Folk/Acoustic",Down Under (feat. Colin Hay),2021-11-19,2:38,31,86,1,0,4,17,28,-4 db,172,B Minor,10A,4,2022-04-16,3Oww84xrmgjyr5J1ilOmAf
6 , MIDDLE OF THE NIGHT,Elley Duhé,94,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-16,58HvfVOeJY7lUuCqF0m3ly
7 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",87,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-16,1HhNoOuqm1a5MXYEgAFl8o
8 , low down,"venbee,Dan Fable",32,,,low down,2022-04-15,3:02,72,43,63,9,27,9,10,-11 db,80,C Major,8B,4,2022-04-16,6OlK1W3yH6V3pr6e81hI0u
9 , Zim Zimma,"Marcara,Siimi",45,"estonian hip hop, estonian electronic","Dance/Electronic, Hip Hop",Zim Zimma,2021-12-17,2:42,66,90,3,7,47,4,44,-6 db,145,B Major,1B,4,2022-04-16,2cbkgGRldr8q7XEryBMFCZ
10 , Another Love,Tom Odell,56,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-16,7jtQIBanIiJOMS6RyCx6jZ
11 , RAVE,Dxrk ダーク,72,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-16,01kfSdF9zfcDLri5sSWEoL
12 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",75,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-16,7rglLriMNBPAyuJOMGwi39
13 , Pargi 6,Clicherik & Mäx,39,"estonian hip hop, estonian pop","Hip Hop, Pop",Pargi 6,2022-04-01,2:44,69,81,1,0,64,5,20,-5 db,124,A Major,11B,4,2022-04-16,57ROYUybqh2ujlErrk3VL9
14 , Stan Smith,"Alcemist,Coco",71,"bass house, ukg revival",Dance/Electronic,Stan Smith,2022-01-27,3:55,70,87,7,0,25,33,13,-1 db,175,D Major,10B,4,2022-04-16,0nCgsAki7e7I243CUblGxU
15 , Where Are You Now,"Lost Frequencies,Calum Scott",93,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-16,3uUuGVFu1V7jTQL60S1r8z
16 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",73,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-16,2DB4DdfCFMw1iaR6JaR03a
17 , Woman,Doja Cat,94,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-16,6Uj1ctrBOjOas8xZXGqKk4
18 , koptereid,5MIINUST,44,"estonian hip hop, estonian pop","Hip Hop, Pop",koptereid,2021-09-23,4:10,57,78,0,0,17,4,15,-8 db,115,E Minor,9A,4,2022-04-16,4QWbJNAWatPr3j065e3N7H
19 , The Motto,"Tiësto,Ava Max",92,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-16,18asYwWugKjjsihZ0YvRxO
20 , Pepas,Farruko,83,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-16,2B4GHvToeLTOBB4QLzW3Ni
21 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",88,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-16,5Z9KJZvQzH6PFmb8SNkxuk
22 , Softcore,The Neighbourhood,90,"modern alternative rock, modern rock, pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-16,2K7xn816oNHJZ0aVqdQsha
23 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",91,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-16,5PjdY0CKGZdEuoNab3yDmX
24 , Sweater Weather,The Neighbourhood,91,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-16,2QjOHCTQ1Jl3zawyYOpxh6
25 , Shivers,Ed Sheeran,93,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-16,50nfwKoDiSYg8zOCREWAm5
26 , Revenge,XXXTENTACION,87,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-16,5TXDeTFVRVY7Cvt0Dw4vWW
27 , Vihje,"nublu,Mikael Gabriel",53,"estonian pop, finnish dance pop, finnish hip hop, finnish pop","Pop, Dance/Electronic, Hip Hop",Vihje,2021-12-30,3:30,78,76,18,0,83,8,8,-5 db,98,A Major,11B,4,2022-04-16,1w2vjbD7OmP9TaPRiiA2xW
28 , THATS WHAT I WANT,Lil Nas X,93,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-16,0e8nrvls4Qqv5Rfa2UhqmO
29 , Boyfriend,Dove Cameron,92,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-16,59CfNbkERJ3NoTXDvoURjj
30 , Infinity,Jaymes Young,92,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-16,1SOClUWhOi8vHZYMz3GluK
31 , abcdefu,GAYLE,95,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-16,4fouWK6XVHhzl78KzQ1UjL
32 , After Dark,Mr.Kitty,76,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-16,0zCgWGmDF0aih5qexATyBn
33 , pagasita peruus (aguascalientes),nublu,45,estonian pop,Pop,pagasita peruus (aguascalientes),2022-03-10,3:13,74,64,21,0,53,21,43,-6 db,90,F Minor,4A,4,2022-04-16,5eJ7P2Wx8bMujs5T46yAlM
34 , Do It To It,"ACRAZE,Cherish",91,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary","Hip Hop, Pop, R&B",Do It To It,2021-08-20,2:37,85,81,2,5,64,9,7,-8 db,125,B Minor,10A,4,2022-04-16,20on25jryn53hWghthWWW3
