#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , showdown,shadowraze,81,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-10,48fzAdCxamFYCHNXXLk6zn
2 , astral step,shadowraze,79,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-10,47iHvzU9Po0e6raFlgLBOF
3 , Селяви,MORGENSHTERN,59,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-10,3SOHFsSinxM6flLceYl5BT
4 , Лёд,"WENARO,LXNER",75,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-10,7D8k995g6jdie4NF1E7Tpu
5 , adaptive strike,"shadowraze,LXNER,quiizzzmeow",75,"russian drain, russian hip hop, hyperpop, russian emo rap, russian hyperpop","Pop, Hip Hop",adaptive strike,2022-02-11,2:16,80,82,19,0,39,5,10,-7 db,102,C♯/D♭ Major,3B,4,2022-04-10,5jXocrsUwpKwWyI5BZLKFA
6 , shadowfiend,shadowraze,73,"russian drain, russian hip hop",Hip Hop,shadowfiend,2020-09-30,2:23,63,80,5,45,66,8,11,-6 db,178,A#/B♭ Minor,3A,5,2022-04-10,0xEET0hVtwAEI5iVMWmD5C
7 , Фотографирую закат,fem.love,74,"russian drain, russian hip hop",Hip Hop,Фотографирую закат,2020-06-22,2:36,41,90,0,0,40,6,17,-3 db,160,F#/G♭ Major,2B,4,2022-04-10,1ghdJUMhmLEpUitNwyNMWH
8 , juggernaut (Prod. by PLVSTIC),shadowraze,73,"russian drain, russian hip hop",Hip Hop,juggernaut (Prod. by PLVSTIC),2021-08-13,2:16,70,66,0,0,59,23,26,-8 db,93,G Major,9B,4,2022-04-10,57V0VhEg1CAkPXeaCLikNW
9 , Yeyo!,Шайни,71,"russian drain, russian hip hop, russian hyperpop",Hip Hop,Yeyo!,2022-02-11,1:51,72,80,10,0,44,6,12,-9 db,138,A Major,11B,4,2022-04-10,4jvw60Iw8LpSRJwy1sOmoB
10 , плачь,"rizza,Sqwore",72,"russian drain, russian hip hop, russian hyperpop",Hip Hop,плачь,2021-08-27,1:56,66,83,30,0,55,23,12,-4 db,157,E Minor,9A,4,2022-04-10,3yCKABoZU3FVFuyVBc5VlM
11 , ЛАБИРИНТ,FACE,72,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-10,7biChppM3c8q7qcVl7ceb2
12 , psiblades,"shadowraze,babyswishh1",72,"russian drain, russian hip hop, russian hyperpop",Hip Hop,psiblades,2021-09-30,2:11,47,81,19,0,58,8,10,-8 db,176,C Major,8B,4,2022-04-10,3auzaPW4fXa8oI4KbTalAU
13 , never enough,zxcursed,70,,,never enough,2022-03-13,2:22,65,83,2,0,56,24,30,-6 db,132,C Major,8B,4,2022-04-10,48jRCynldeK3WQbvd3jr73
14 , 1000-7,"shadowraze,GENJUTSU",71,"russian drain, russian hip hop",Hip Hop,1000-7,2021-03-12,2:07,73,87,1,0,43,20,12,-4 db,133,C♯/D♭ Major,3B,5,2022-04-10,2IMrzJTRHGndoUbM39QIJ7
15 , Aomine Daiki,quiizzzmeow,71,"russian drain, russian emo rap, russian hip hop, russian hyperpop",Hip Hop,Aomine Daiki,2021-10-05,2:47,51,82,3,0,16,5,36,-6 db,82,C♯/D♭ Major,3B,4,2022-04-10,5X1FYw7MXEgnPmQAYwAa0q
16 , ТОЛПЫ КРИЧАТ,"uniqe,nkeeei,ARTEM SHILOVETS",72,"russian hip hop,",Hip Hop,ТОЛПЫ КРИЧАТ,2021-09-28,2:05,90,38,70,0,70,24,9,-7 db,130,D#/E♭ Minor,2A,4,2022-04-10,3mcw4dkjfzj5B4Ago9NSmN
17 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,74,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-10,77B4S4jkrAkL3Ng5hEHoUU
18 , 99 Problems,"Big Baby Tape,kizaru",73,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:39,95,45,2,0,18,10,7,-9 db,100,A Major,11B,4,2022-04-10,0r9fpWPI6z3V3YZXIiVaNC
19 , Bandana,"Big Baby Tape,kizaru",72,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:31,75,58,1,4,35,3,17,-6 db,103,F Major,7B,4,2022-04-10,16AzcbKli3UQsxj491hJLQ
20 , Million,"Big Baby Tape,kizaru",71,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:14,87,68,3,0,72,22,27,-5 db,165,F#/G♭ Major,2B,4,2022-04-10,4umjgYILQbHyV41ZmaemQm
21 , Close Eyes,"Chego1963,onurxt,Rylixe",0,"new school turkce rap,",,Close Eyes,2020-02-13,2:12,78,54,7,73,22,7,14,-10 db,96,C Major,8B,4,2022-04-10,7BNWWI6aZPLkYCfRat8HuD
22 , Домино,FACE,69,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",Искренний,2021-04-08,3:18,84,54,7,4,44,5,10,-9 db,134,B Major,1B,4,2022-04-10,6GyZQ9o0dBU9V0NIjGPz2r
23 , SHAKE,INSTASAMKA,66,"russian hip hop, zhenskiy rep",Hip Hop,SHAKE,2022-03-25,2:11,91,59,2,0,46,21,6,-6 db,87,C♯/D♭ Major,3B,4,2022-04-10,6ljlpspxptHxDmYfR3NW2O
24 , Marmalade,"Miyagi & Andy Panda,Mav-d",72,"russian hip hop,",Hip Hop,Marmalade,2021-11-19,3:40,73,51,57,0,51,5,12,-9 db,110,A#/B♭ Minor,3A,4,2022-04-10,7rvEwAILTqxBpdIyUifkE8
25 , первое свидание,Alyona Shvets,71,"russian alt pop, russian indie",Dance/Electronic,первое свидание,2020-12-04,2:32,76,50,69,0,61,11,16,-10 db,85,B Minor,10A,4,2022-04-10,4tPB6H0QcK4bDib8iauE28
26 , ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,68,"russian drill, russian hip hop",Hip Hop,NO OFFENCE,2022-02-18,1:34,68,80,2,0,39,16,42,-6 db,103,C♯/D♭ Major,3B,4,2022-04-10,3oIvvpkmjxdzd7NYNg5fxm
27 , 12,MORGENSHTERN,71,"russian hip hop, russian trap","Hip Hop, Latin",12,2022-03-14,3:00,80,56,56,0,57,28,9,-10 db,144,E Minor,9A,4,2022-04-10,2B9N1fCinwxEo89GcDGB5I
28 , bankai,zxcursed,61,,,bankai,2022-04-01,1:57,54,91,20,0,71,15,38,-6 db,156,A#/B♭ Major,6B,4,2022-04-10,6tlU1yG1HdSrbbbfQN3NH3
29 , Барбисайз,"Дора,MAYBE BABY",69,"russian alt pop, russian pop, russian hip hop, russian viral pop","Dance/Electronic, Hip Hop, Pop",Барбисайз,2021-12-14,3:04,79,67,30,0,37,12,11,-5 db,154,C♯/D♭ Major,3B,4,2022-04-10,1AMf9lmFOmLmb0e57QB78e
30 , ЖМУРКИ,163ONMYNECK,69,"russian drill, russian hip hop",Hip Hop,NO OFFENCE,2022-02-18,2:07,67,61,9,0,62,44,30,-9 db,97,G#/A♭ Major,4B,4,2022-04-10,6fiQEMbqzE6CMrcHeukmGc
31 , Днями-ночами,"pyrokinesis,MUKKA",69,"russian alt pop, russian hip hop, russian underground rap","Dance/Electronic, Hip Hop",Днями-ночами,2020-03-19,3:17,56,88,18,0,31,6,26,-2 db,180,A Major,11B,4,2022-04-10,04gmklgYhNhZxRnAvSofoE
32 , TRAXXXMANIA,GONE.Fludd,69,"russian hip hop, russian trap","Hip Hop, Latin",DIGITAL FANTAZY,2021-10-08,1:56,87,54,18,0,46,27,10,-9 db,160,A#/B♭ Minor,3A,4,2022-04-10,2rowi7dF3AqhugMtAnvQmP
33 , ВЛЮБИЛАСЬ,"Big Baby Tape,Молодой Платон",69,"russian hip hop, russian trap, russian drill","Hip Hop, Latin",ВЛЮБИЛАСЬ,2021-12-16,3:36,85,77,5,0,46,4,8,-4 db,100,G#/A♭ Major,4B,4,2022-04-10,3bbkkPpf8AdRU6DurnvoC4
34 , After Dark,Mr.Kitty,78,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-10,0zCgWGmDF0aih5qexATyBn
35 , Дежавю,kizaru,69,"russian emo rap, russian hip hop, russian trap","Hip Hop, Latin",Karmageddon,2019-08-15,2:53,80,59,2,0,23,14,11,-5 db,88,D Major,10B,4,2022-04-10,1GOiMxQXZUzjzH0Sxpck0B
