#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
38 , Hope,STEFAN,63,estonian pop,Pop,Hope,2021-12-05,3:03,52,79,20,0,58,4,10,-5 db,123,A#/B♭ Minor,3A,4,2022-04-08,6sSq38pmQxG0YuvbipDoEi
39 , Bad Habits,Ed Sheeran,96,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-08,3rmo8F54jFF8OgYsqTxm5d
40 , When You're Gone,Shawn Mendes,88,"canadian pop, dance pop, pop, viral pop",Pop,When You're Gone,2022-03-31,2:52,60,69,2,0,58,4,58,-6 db,147,F Major,7B,4,2022-04-08,0U1W2LZVUX7qTm7dDpqxh6
41 , good 4 u,Olivia Rodrigo,96,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-08,4ZtFanR9U6ndgddUvNcjcG
42 , Tom's Diner,"AnnenMayKantereit,Giant Rooks",89,"cologne indie, german singer-songwriter,","Classical, Pop",Tom's Diner,2019-06-28,4:29,68,43,38,0,33,14,36,-8 db,98,F#/G♭ Minor,11A,4,2022-04-08,0oA9wBGDY4uyILLg4GymWP
43 , Wait a Minute!,WILLOW,90,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-08,0y60itmpH0aPKsFiGxmtnh
44 , Light Switch,Charlie Puth,84,"dance pop, pop, viral pop",Pop,Light Switch (Instrumental),2022-01-19,3:05,69,63,11,0,91,31,9,-6 db,184,F#/G♭ Major,2B,4,2022-04-08,3AVXwaOGCEL8cmBecfcsFJ
45 , Too Mul Lilli,"Reket,Olivar",38,"estonian hip hop, estonian pop,","Hip Hop, Pop",Too Mul Lilli,2022-04-01,2:27,68,96,12,0,87,5,9,-5 db,134,C Minor,5A,4,2022-04-08,6XSJFkUhKfRtqtzFYJW6Nv
46 , Tuim ja tundetu,"Merilin Mälk,säm",41,estonian pop,Pop,Tuim ja tundetu,2022-03-23,3:11,75,81,3,0,47,13,18,-5 db,125,G Minor,6A,4,2022-04-08,7gqLoEQfQeaU0EjkRiRjHW
47 , HDMI,BONES,83,"dark trap, underground hip hop",Hip Hop,Rotten,2014-12-02,2:19,71,29,69,81,12,6,32,-16 db,125,G Major,9B,4,2022-04-08,7I4ibsZgwuf46g0xHuTC8s
48 , Easy On Me,Adele,91,"british soul, pop, pop soul, uk pop","R&B, Pop",30,2021-11-19,3:44,60,37,58,0,13,3,13,-8 db,142,F Major,7B,4,2022-04-08,46IZ0fSY2mpAiktS3KOqds
49 , Close Eyes,DVRST,87,,,Close Eyes,2021-05-25,2:12,78,57,7,84,21,6,14,-10 db,96,C Major,8B,4,2022-04-08,3CLSHJv5aUROAN2vfOyCOh
50 , u.,niteboi,81,drift phonk,,u.,2017-01-22,2:54,46,65,22,87,6,10,11,-9 db,124,E Minor,9A,4,2022-04-08,0J7oHYxjF6Oln61wy0kP2i
