#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , 500 Hevosta,Gettomasa,52,"finnish dance pop, finnish hip hop","Dance/Electronic, Hip Hop",500 Hevosta,2022-04-22,3:54,71,58,42,0,48,33,12,-6 db,101,A Minor,8A,4,2022-04-25,66ZiW1fgTaWZINhOLyDeLo
2 , Kaikki paitsi sydän,ABREU,51,"finnish dance pop, finnish hip hop, finnish pop, suomi rock","Dance/Electronic, Hip Hop, Pop, World/Traditional",Kaikki paitsi sydän,2022-04-22,3:25,74,59,29,0,39,5,22,-10 db,105,E Minor,9A,4,2022-04-25,74efghIFJsznqDh0pHDZg4
3 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-25,4LRPiXqCikLlN15c3yImP7
4 , haluun takas mun perhoset,pehmoaino,64,finnish pop,Pop,kaukana kotoa,2022-03-11,3:10,56,57,84,5,73,5,11,-10 db,139,F Minor,4A,3,2022-04-25,3bIKi7iQ8lnX5oA8xILBon
5 , Bändäri,"Pihlaja,Etta",63,"finnish dance pop, finnish hip hop, finnish pop","Dance/Electronic, Hip Hop, Pop",Ei bändäreit - EP,2022-03-25,2:35,75,72,4,0,57,4,10,-6 db,120,F Minor,4A,4,2022-04-25,3TC6Z4oLl3AYL1Vd7PtDr4
6 , Ram pam pam,BESS,65,"finnish dance pop, finnish hip hop, finnish pop","Dance/Electronic, Hip Hop, Pop",Ram pam pam,2022-01-13,2:59,71,92,1,0,92,6,9,-6 db,140,E Minor,9A,4,2022-04-25,55qPuI6NekVyNPM6kh5DN4
7 , Hetken tässä kaikes on järkee (feat. Johanna Kurkela),"Elastinen,Johanna Kurkela",48,"finnish dance pop, finnish hip hop, finnish pop, iskelma, suomi rock","Dance/Electronic, Hip Hop, Pop, World/Traditional",Hetken tässä kaikes on järkee (feat. Johanna Kurkela),2022-04-22,3:38,65,63,12,0,47,5,9,-7 db,108,G#/A♭ Major,4B,4,2022-04-25,3izHyYiROshTbHH9hCRQya
8 , Mon Ami,T Swoop,61,finnish drill,,Mon Ami,2022-03-25,3:08,91,62,4,0,65,5,12,-5 db,126,B Major,1B,4,2022-04-25,1SllLQv2tfIlgtYXO5edRM
9 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-25,1rDQ4oMwGJI7B4tovsBOxc
10 , City (feat. A36),"Cledos,A36",60,"finnish dance pop, finnish hip hop, finnish trap, swedish trap pop","Dance/Electronic, Hip Hop",City (feat. A36),2022-04-08,2:36,84,65,0,15,51,6,9,-8 db,115,D Major,10B,4,2022-04-25,3o3L7pnXxyytOVPYJOm93W
