#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-26,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-26,1rDQ4oMwGJI7B4tovsBOxc
3 , Heat Waves,Glass Animals,91,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-26,02MWAaffLxlfxAUY7c5dvx
4 , Thousand Miles,The Kid LAROI,78,australian hip hop,Hip Hop,Thousand Miles,2022-04-22,2:44,38,66,9,0,20,8,9,-5 db,81,G Major,9B,4,2022-04-26,1r8ZCjfrQxoy2wVaBUbpwg
5 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",86,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-26,5Z9KJZvQzH6PFmb8SNkxuk
6 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",88,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-26,5PjdY0CKGZdEuoNab3yDmX
7 , Woman,Doja Cat,92,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-26,6Uj1ctrBOjOas8xZXGqKk4
8 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",85,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-26,1HhNoOuqm1a5MXYEgAFl8o
9 , No Role Modelz,J. Cole,86,"conscious hip hop, hip hop, north carolina hip hop, rap",Hip Hop,2014 Forest Hills Drive,2014-12-09,4:52,69,52,32,0,49,34,5,-8 db,100,A#/B♭ Minor,3A,4,2022-04-26,68Dni7IE4VyPkTOH9mRWHr
10 , good 4 u,Olivia Rodrigo,91,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-26,4ZtFanR9U6ndgddUvNcjcG
11 , Super Gremlin,Kodak Black,74,"florida rap, hip hop, melodic rap, miami hip hop, rap, trap",Hip Hop,Back For Everything,2022-02-25,3:20,83,41,0,0,11,14,36,-7 db,73,D Major,10B,4,2022-04-26,1Y5Jvi3eLi4Chwqch9GMem
12 , Ghost,Justin Bieber,89,"canadian pop, pop",Pop,Justice,2021-03-19,2:33,60,74,19,0,44,5,42,-6 db,154,D Major,10B,4,2022-04-26,6I3mqTwhRpn34SLVafSH7G
13 , 505,Arctic Monkeys,81,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-26,58ge6dfP91o9oXMzq3XkIS
14 , Need to Know,Doja Cat,88,"dance pop, pop",Pop,Planet Her,2021-06-25,3:30,66,61,30,0,19,7,9,-7 db,130,C♯/D♭ Major,3B,4,2022-04-26,3Vi5XqYrmQgOYBajMWSvCi
15 , Don't Think Jesus,Morgan Wallen,78,contemporary country,Country,Don't Think Jesus,2022-04-15,3:46,58,43,47,0,21,3,14,-7 db,117,D Major,10B,3,2022-04-26,1TUuhV75FeOF6UObRsABo2
16 , Wait a Minute!,WILLOW,86,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-26,0y60itmpH0aPKsFiGxmtnh
17 , Dark Red,Steve Lacy,86,"afrofuturism, pop","R&B, Pop",Dark Red,2017-02-20,2:53,60,78,45,0,78,6,12,-4 db,172,F#/G♭ Major,2B,4,2022-04-26,37y7iDayfwm3WXn5BiAoRk
18 , I Love You So,The Walters,89,chicago indie,Rock,I Love You So,2014-11-28,2:40,57,65,58,0,47,4,12,-5 db,76,A#/B♭ Major,6B,4,2022-04-26,4SqWKzw0CbA05TGszDgMlc
19 , Knife Talk (with 21 Savage ft. Project Pat),"Drake,21 Savage,Project Pat",85,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, atl hip hop, trap, crunk, dirty south rap, gangster rap, memphis hip hop, southern hip hop","Hip Hop, Pop, R&B",Certified Lover Boy,2021-09-03,4:02,85,42,6,0,15,32,8,-10 db,146,F Minor,4A,4,2022-04-26,2BcMwX1MPV6ZHP4tUT9uq6
20 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",79,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-26,2DB4DdfCFMw1iaR6JaR03a
21 , Sweater Weather,The Neighbourhood,89,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-26,2QjOHCTQ1Jl3zawyYOpxh6
22 , THATS WHAT I WANT,Lil Nas X,91,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-26,0e8nrvls4Qqv5Rfa2UhqmO
23 , Boyfriend,Dove Cameron,90,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-26,59CfNbkERJ3NoTXDvoURjj
24 , We Don't Talk About Bruno,"Carolina Gaitán - La Gaita,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",88,"modern salsa, salsa colombiana, latin, latin hip hop, reggaeton,","Latin, Hip Hop",Encanto (Original Motion Picture Soundtrack),2021-11-19,3:36,58,45,36,0,83,8,11,-9 db,206,C Minor,5A,4,2022-04-26,52xJxFP6TqMuO4Yt0eOkMz
25 , See You Again (feat. Kali Uchis),"Tyler, The Creator,Kali Uchis",84,"hip hop, rap, colombian pop, dance pop, pop, r&b","Latin, Pop, Hip Hop, R&B",Flower Boy,2017-07-21,3:00,56,56,37,0,62,10,11,-9 db,79,F#/G♭ Major,2B,4,2022-04-26,7KA4W4McWYRpgf0fWsJZWB
26 , Nail Tech,Jack Harlow,86,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,Nail Tech,2022-02-18,3:26,65,58,0,0,11,9,12,-8 db,150,E Minor,9A,4,2022-04-26,62Yo3FDddWY8ydu6PW2wyz
