#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
33 , juggernaut (Prod. by PLVSTIC),shadowraze,66,"russian drain, russian hip hop",Hip Hop,juggernaut (Prod. by PLVSTIC),2021-08-13,2:16,70,66,0,0,59,23,26,-8 db,93,G Major,9B,4,2022-04-25,57V0VhEg1CAkPXeaCLikNW
34 , Нервы,Nervy,59,russian pop,Pop,Всё Что Вокруг,2012-05-22,2:38,40,83,0,0,31,9,6,-10 db,91,D Minor,7A,4,2022-04-25,70qbqCW6z92WESMZC1opsd
35 , SHAKE,INSTASAMKA,60,"russian hip hop, zhenskiy rep",Hip Hop,SHAKE,2022-03-25,2:11,91,59,2,0,46,21,6,-6 db,87,C♯/D♭ Major,3B,4,2022-04-25,6ljlpspxptHxDmYfR3NW2O
36 , Million,"Big Baby Tape,kizaru",65,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:14,87,68,3,0,72,22,27,-5 db,165,F#/G♭ Major,2B,4,2022-04-25,4umjgYILQbHyV41ZmaemQm
37 , Aomine Daiki,quiizzzmeow,65,"russian drain, russian emo rap, russian hip hop, russian hyperpop",Hip Hop,Aomine Daiki,2021-10-05,2:47,51,82,3,0,16,5,36,-6 db,82,C♯/D♭ Major,3B,4,2022-04-25,5X1FYw7MXEgnPmQAYwAa0q
38 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",85,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-25,1HhNoOuqm1a5MXYEgAFl8o
39 , Седьмой лепесток,Антон Токарев,61,,,Седьмой лепесток,2021-12-14,3:19,65,43,1,0,16,3,11,-11 db,101,A#/B♭ Minor,3A,4,2022-04-25,6P4SAsG3RuIeGymX2Qou9L
40 , первое свидание,Alyona Shvets,64,"russian alt pop, russian indie",Dance/Electronic,первое свидание,2020-12-04,2:32,76,50,69,0,61,11,16,-10 db,85,B Minor,10A,4,2022-04-25,4tPB6H0QcK4bDib8iauE28
41 , Marmalade,"Miyagi & Andy Panda,Mav-d",65,"russian hip hop,",Hip Hop,Marmalade,2021-11-19,3:40,73,51,57,0,51,5,12,-9 db,110,A#/B♭ Minor,3A,4,2022-04-25,7rvEwAILTqxBpdIyUifkE8
42 , Дом Периньон,"Poshlaya Molly,Eldzhey",61,"russian alt pop, russian electronic, russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",Дом Периньон,2021-09-17,2:54,73,73,1,0,75,4,40,-8 db,125,C♯/D♭ Major,3B,4,2022-04-25,0i8YObgqnjZYoYJOQbwLHq
43 , Титры,JONY,48,"russian dance, russian pop","Dance/Electronic, Pop",Титры,2022-04-22,3:23,59,63,17,0,15,4,9,-7 db,127,D Minor,7A,4,2022-04-25,26teipPRreJIetNADeVXBO
44 , 12,MORGENSHTERN,65,"russian hip hop, russian trap","Hip Hop, Latin",12,2022-03-14,3:00,80,56,56,0,57,28,9,-10 db,144,E Minor,9A,4,2022-04-25,2B9N1fCinwxEo89GcDGB5I
45 , Sweater Weather,The Neighbourhood,89,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-25,2QjOHCTQ1Jl3zawyYOpxh6
46 , psiblades,"shadowraze,babyswishh1",65,"russian drain, russian hip hop, russian hyperpop",Hip Hop,psiblades,2021-09-30,2:11,47,81,19,0,58,8,10,-8 db,176,C Major,8B,4,2022-04-25,3auzaPW4fXa8oI4KbTalAU
47 , Батареи,Nervy,59,russian pop,Pop,Всё Что Вокруг,2012-05-22,3:13,57,74,10,0,75,14,44,-11 db,150,C♯/D♭ Minor,12A,4,2022-04-25,5VXf1XETOMtk0WZIT4Bw3M
48 , ВЛЮБИЛАСЬ,"Big Baby Tape,Молодой Платон",62,"russian hip hop, russian trap, russian drill","Hip Hop, Latin",ВЛЮБИЛАСЬ,2021-12-16,3:36,85,77,5,0,46,4,8,-4 db,100,G#/A♭ Major,4B,4,2022-04-25,3bbkkPpf8AdRU6DurnvoC4
49 , Heat Waves,Glass Animals,91,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-25,02MWAaffLxlfxAUY7c5dvx
50 , кладбище,вышел покурить,61,"russian hip hop, russian trap","Hip Hop, Latin",кладбище,2019-02-19,1:49,66,32,97,0,39,49,25,-15 db,168,C Major,8B,4,2022-04-25,1xASDcZcb869OkSu86Wbw8
