#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Złote Tarasy,"Mr. Polska,Abel de Jong",72,"dutch hip hop, polish hip hop, polish trap",Hip Hop,Złote Tarasy,2022-04-08,2:26,88,60,52,0,93,33,29,-7 db,127,G Minor,6A,4,2022-04-16,0dorKIz071s55Jy0zxb4aW
2 , Jeżyk!,Oki,65,polish hip hop,Hip Hop,Jeżyk!,2022-04-11,3:28,73,64,4,0,52,14,32,-7 db,136,A Major,11B,4,2022-04-16,05vIFEbXYpmGOsLgWZVJCX
3 , ostatnia nadzieja,"sanah,Dawid Podsiadło",25,"polish pop, polish alternative, talent show","New age, Pop",UCZTA,2022-04-14,3:45,69,72,13,0,49,3,58,-8 db,105,E Minor,9A,4,2022-04-16,2KTfSSKBBfMLXwDqrtoOE5
4 , Szary świat,"sanah,Kwiat Jabłoni",20,"polish pop, polish alternative","New age, Pop",UCZTA,2022-04-14,3:23,70,55,13,0,27,4,8,-9 db,121,C♯/D♭ Major,3B,4,2022-04-16,0IeTXtlaZaJ31r0TfPu6Gc
5 , Trójkąt Bermudzki,"Sentino,Nitro,MASNY BEN,mgng",50,"polish hip hop, polish viral rap",Hip Hop,Megalomania,2022-04-12,3:45,65,84,32,0,63,17,21,-5 db,128,C♯/D♭ Major,3B,4,2022-04-16,3xyEgP4dQbnQtLoYDCKzEv
6 , Robotniczy Trap,"Young Igi,Żabson",70,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:11,85,81,3,0,50,30,6,-6 db,164,B Major,1B,4,2022-04-16,0Vm4VKVkSvKLyAHm6XWrfx
7 , Eldorado,"sanah,Daria Zawiałow",19,"polish pop, polish alternative, polish indie","New age, R&B, Pop",UCZTA,2022-04-14,4:11,54,74,4,7,31,3,11,-8 db,138,F#/G♭ Minor,11A,4,2022-04-16,3YqafSKCCazkxZUdO23iWf
8 , Sen we śnie,"sanah,Grzegorz Turnau",19,"polish pop, classic polish pop, poezja spiewana, sung poetry","Pop, World/Traditional, Dance/Electronic",UCZTA,2022-04-14,3:26,43,26,87,0,30,4,16,-12 db,124,C Minor,5A,4,2022-04-16,281o5SXjmCOop5bkRh6tgu
9 , Tęsknię sobie,"sanah,Artur Rojek",18,"polish pop, polish alternative, polish indie","New age, R&B, Pop",UCZTA,2022-04-14,4:48,49,40,73,0,16,5,8,-10 db,94,G Major,9B,4,2022-04-16,17Tx4usaccaAWCFGGa3EQf
10 , Lawenda,"SB Maffija,White 2115,Białas,Kinny Zimmer,Bedoes,Pedro,francis",66,"polish hip hop, polish trap,",Hip Hop,Hotel Maffija 2,2022-01-28,3:34,64,54,66,0,59,5,12,-8 db,75,A Major,11B,4,2022-04-16,1kuw8HFbvgAg3tNqPj00Mb
11 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-16,4LRPiXqCikLlN15c3yImP7
12 , Jetlag (feat. The Plug),"Malik Montana,DaChoyce,SRNO,The Plug",75,"polish hip hop, polish trap, dutch hip hop, dutch rap pop, uk drill, uk hip hop","Hip Hop, Pop",Jetlag (feat. The Plug),2022-02-06,2:06,82,51,12,0,52,33,51,-7 db,125,G Major,9B,4,2022-04-16,2jG3STVcZ9fjYlhXPi7nJ1
13 , Mamo tyś płakała,"sanah,Igor Herbut",19,polish pop,Pop,UCZTA,2022-04-14,3:00,53,30,33,0,31,3,8,-9 db,101,F Minor,4A,4,2022-04-16,4jj5GdqQwsGu3qJQokLG9L
14 , dres,"Miszel,Kabe",67,"polish alternative rap, polish hip hop, polish trap","New age, Hip Hop",dres,2022-04-01,2:55,65,55,8,0,72,7,32,-11 db,146,G#/A♭ Major,4B,4,2022-04-16,2JMzBOrwlTJFEKOea1uarD
15 , Narcyz,Chivas,73,"polish hip hop, polish trap",Hip Hop,Narcyz,2022-03-20,2:24,81,67,39,0,92,7,23,-6 db,105,C♯/D♭ Major,3B,4,2022-04-16,0tTy9lib8CQg7mwFF6lBbD
16 , Lot,"Kizo,Wac Toja,BeMelo",66,"polish hip hop, polish trap,",Hip Hop,Lot,2022-04-06,2:47,74,91,5,0,71,11,11,-6 db,135,B Major,1B,4,2022-04-16,00h3UmLzktuyywU2faS7os
17 , Lato,Sentino,59,"polish hip hop, polish viral rap",Hip Hop,Megalomania,2022-04-12,2:58,78,73,52,0,64,9,7,-8 db,145,D#/E♭ Minor,2A,4,2022-04-16,0oF40HEGBYbYQufEtB81BM
18 , Polski Karnawał,"Young Igi,Żabson",62,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:27,85,76,17,0,83,16,6,-7 db,130,F#/G♭ Major,2B,4,2022-04-16,6QzEN3q6NpVFdxktMj427g
19 , Brudasy With Attitude (feat. Farid Bang),"Malik Montana,Farid Bang",70,"polish hip hop, polish trap, german hip hop",Hip Hop,Brudasy With Attitude (feat. Farid Bang),2022-04-01,2:31,92,47,17,0,54,32,7,-8 db,128,C♯/D♭ Major,3B,4,2022-04-16,6q5Bx8Jm9yZC7tmI3leDOi
20 , Proste fakty,"SB Maffija,Bedoes,White 2115,Kuqe 2115,flexxy2115,BLACHA,Kubi Producent",73,"polish hip hop, polish trap",Hip Hop,Proste fakty,2022-01-28,3:38,72,71,28,0,79,19,15,-5 db,144,A Major,11B,4,2022-04-16,6IVFyySW33VfordEuGDPHk
21 , Las połówek,"Lanek,Białas",34,"polish electronica, polish hip hop, polish trap","New age, Hip Hop",In hajs we trust 3: Ostateczne rozliczenie,2022-04-15,3:06,87,57,42,0,70,9,25,-9 db,124,G#/A♭ Major,4B,4,2022-04-16,0un4Xt2ikufllyAiiBJxI8
22 , Pakuje Walize,"Dawid, Artysta,Vłodarski,VHS,Zebraodzawsze,zawad",67,"polish viral rap,",,Pakuje Walize,2022-03-09,2:34,97,39,25,0,91,14,13,-11 db,120,C Major,8B,4,2022-04-16,7CRfTE9FGb9YdSvoGhl2IP
23 , Czesława,"sanah,Natalia Grosiak",20,"polish pop,",Pop,UCZTA,2022-04-14,4:23,56,36,21,0,11,3,9,-10 db,96,C♯/D♭ Minor,12A,3,2022-04-16,5utNNz5JA37nMWDZu4io6l
24 , oscar,"sanah,Vito Bambino",18,"polish pop, polish alternative","New age, Pop",UCZTA,2022-04-14,3:18,67,68,3,0,60,3,35,-5 db,108,C Minor,5A,4,2022-04-16,0MvT21MAcBQZhJcUMuEXrH
25 , PIĄTEK WIECZÓR,"Jacuś,Young Leosia",69,"polish hip hop, polish pop","Hip Hop, Pop",PIĄTEK WIECZÓR,2022-03-17,3:16,74,88,25,0,55,9,45,-4 db,125,G Major,9B,4,2022-04-16,38ryCMNFOZ6GW5udIFnQI7
26 , BMW,"Reto,Avi",71,"polish hip hop, polish trap",Hip Hop,W samo południe (Deluxe),2022-02-10,2:26,78,46,5,0,12,19,20,-10 db,98,A Major,11B,4,2022-04-16,0e9dWwZD9EemG1w92C3JLp
