#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Crying in the Rain,Ali Gatie,72,"canadian hip hop, pop","Hip Hop, Pop",Crying in the Rain,2022-03-04,2:35,60,51,30,0,14,4,7,-8 db,118,C♯/D♭ Major,3B,4,2022-04-10,134G2m5YsPiZXFOduHEfSJ
2 , Селяви,MORGENSHTERN,59,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-10,3SOHFsSinxM6flLceYl5BT
3 , showdown,shadowraze,81,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-10,48fzAdCxamFYCHNXXLk6zn
4 , astral step,shadowraze,79,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-10,47iHvzU9Po0e6raFlgLBOF
5 , Зелёный глаз,Минин,66,,,Зелёный глаз,2022-02-11,1:54,78,42,62,0,27,8,10,-11 db,135,E Minor,9A,4,2022-04-10,4ZOjdqmXLuwHDQUn9WWoFR
6 , Лёд,"WENARO,LXNER",75,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-10,7D8k995g6jdie4NF1E7Tpu
7 , ярче звёзд,ПОЛМАТЕРИ,63,,,иван марголдин президент россии,2020-08-18,2:47,45,91,2,0,26,5,19,-4 db,115,F#/G♭ Major,2B,4,2022-04-10,4CK9NEdPWB6rJ8N6BU20pN
8 , ЛАБИРИНТ,FACE,72,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-10,7biChppM3c8q7qcVl7ceb2
9 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,74,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-10,77B4S4jkrAkL3Ng5hEHoUU
10 , Фотографирую закат,fem.love,74,"russian drain, russian hip hop",Hip Hop,Фотографирую закат,2020-06-22,2:36,41,90,0,0,40,6,17,-3 db,160,F#/G♭ Major,2B,4,2022-04-10,1ghdJUMhmLEpUitNwyNMWH
11 , adaptive strike,"shadowraze,LXNER,quiizzzmeow",75,"russian drain, russian hip hop, hyperpop, russian emo rap, russian hyperpop","Pop, Hip Hop",adaptive strike,2022-02-11,2:16,80,82,19,0,39,5,10,-7 db,102,C♯/D♭ Major,3B,4,2022-04-10,5jXocrsUwpKwWyI5BZLKFA
