#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , showdown,shadowraze,83,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-08,48fzAdCxamFYCHNXXLk6zn
2 , astral step,shadowraze,80,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-08,47iHvzU9Po0e6raFlgLBOF
3 , Stefania (Kalush Orchestra),KALUSH,67,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",Stefania (Kalush Orchestra),2022-03-18,2:59,83,82,14,0,32,4,12,-5 db,105,D Major,10B,4,2022-04-08,2vHzOWRKYPLu8umRPIFuOq
4 ," Вова, їбаш їх блять",Мюслі UA,51,,,"Вова, їбаш їх блять",2022-03-30,2:36,86,79,7,0,71,25,13,-6 db,120,G#/A♭ Major,4B,4,2022-04-08,1K2ORdYBMvi5h4FvQn5hpX
5 , Додому (feat. Skofka),"KALUSH,Skofka",61,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",ЙО-ЙО (feat. Skofka),2021-07-23,3:36,86,55,46,0,65,4,10,-8 db,120,F Minor,4A,4,2022-04-08,7kKTYTHULdERuHGCkVyLVD
6 , Лёд,"WENARO,LXNER",76,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-08,7D8k995g6jdie4NF1E7Tpu
7 , never enough,zxcursed,71,,,never enough,2022-03-13,2:22,65,83,2,0,56,24,30,-6 db,132,C Major,8B,4,2022-04-08,48jRCynldeK3WQbvd3jr73
8 , adaptive strike,"shadowraze,LXNER,quiizzzmeow",76,"russian drain, russian hip hop, hyperpop, russian emo rap, russian hyperpop","Pop, Hip Hop",adaptive strike,2022-02-11,2:16,80,82,19,0,39,5,10,-7 db,102,C♯/D♭ Major,3B,4,2022-04-08,5jXocrsUwpKwWyI5BZLKFA
9 , ЛАБИРИНТ,FACE,73,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-08,7biChppM3c8q7qcVl7ceb2
10 , шо ви браття,jockii druce,60,,,шо ви браття,2022-03-03,2:04,81,35,65,0,87,33,13,-18 db,102,D Major,10B,4,2022-04-08,0cCXLN9eUn6dmAgDPpZaJV
11 , 12,MORGENSHTERN,72,"russian hip hop, russian trap","Hip Hop, Latin",12,2022-03-14,3:00,80,56,56,0,57,28,9,-10 db,144,E Minor,9A,4,2022-04-08,2B9N1fCinwxEo89GcDGB5I
12 , Putin,Cypis,71,,,Putin,2022-02-25,2:25,94,57,18,0,81,28,7,-7 db,125,A Minor,8A,4,2022-04-08,3lCZxajTCSYR5OnHPEfa2v
13 , ярче звёзд,ПОЛМАТЕРИ,63,,,иван марголдин президент россии,2020-08-18,2:47,45,91,2,0,26,5,19,-4 db,115,F#/G♭ Major,2B,4,2022-04-08,4CK9NEdPWB6rJ8N6BU20pN
14 , Зелёный глаз,Минин,67,,,Зелёный глаз,2022-02-11,1:54,78,42,62,0,27,8,10,-11 db,135,E Minor,9A,4,2022-04-08,4ZOjdqmXLuwHDQUn9WWoFR
15 , Фотографирую закат,fem.love,75,"russian drain, russian hip hop",Hip Hop,Фотографирую закат,2020-06-22,2:36,41,90,0,0,40,6,17,-3 db,160,F#/G♭ Major,2B,4,2022-04-08,1ghdJUMhmLEpUitNwyNMWH
16 , Oy U Luzi Chervona Kalyna - Army Remix,"The Kiffness,Boombox",65,"cape town indie, south african pop, south african pop dance, russian alt pop, ukrainian folk rock, ukrainian pop, ukrainian rock","Dance/Electronic, World/Traditional, Pop, Rock",Oy U Luzi Chervona Kalyna (Army Remix),2022-03-05,3:06,80,53,51,0,65,7,7,-9 db,120,C♯/D♭ Minor,12A,4,2022-04-08,6nl2T8YjOdFFnQ4xBHXfdm
17 , Домино,FACE,69,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",Искренний,2021-04-08,3:18,84,54,7,4,44,5,10,-9 db,134,B Major,1B,4,2022-04-08,6GyZQ9o0dBU9V0NIjGPz2r
18 , shadowfiend,shadowraze,74,"russian drain, russian hip hop",Hip Hop,shadowfiend,2020-09-30,2:23,63,80,5,45,66,8,11,-6 db,178,A#/B♭ Minor,3A,5,2022-04-08,0xEET0hVtwAEI5iVMWmD5C
19 , juggernaut (Prod. by PLVSTIC),shadowraze,74,"russian drain, russian hip hop",Hip Hop,juggernaut (Prod. by PLVSTIC),2021-08-13,2:16,70,66,0,0,59,23,26,-8 db,93,G Major,9B,4,2022-04-08,57V0VhEg1CAkPXeaCLikNW
20 , Another Love,Tom Odell,59,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-08,7jtQIBanIiJOMS6RyCx6jZ
21 , плачь,"rizza,Sqwore",73,"russian drain, russian hip hop, russian hyperpop",Hip Hop,плачь,2021-08-27,1:56,66,83,30,0,55,23,12,-4 db,157,E Minor,9A,4,2022-04-08,3yCKABoZU3FVFuyVBc5VlM
22 , Доброго вечора - Where Are You From,PROBASS ∆ HARDI,64,g-house,,Доброго вечора (Where Are You From),2021-10-29,2:48,65,70,5,34,41,4,34,-6 db,111,G#/A♭ Major,4B,4,2022-04-08,0O3TZYgwaRadNprRONZ7iX
23 , RAVE,Dxrk ダーク,56,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-08,01kfSdF9zfcDLri5sSWEoL
24 , bankai,zxcursed,61,,,bankai,2022-04-01,1:57,54,91,20,0,71,15,38,-6 db,156,A#/B♭ Major,6B,4,2022-04-08,6tlU1yG1HdSrbbbfQN3NH3
25 , psiblades,"shadowraze,babyswishh1",73,"russian drain, russian hip hop, russian hyperpop",Hip Hop,psiblades,2021-09-30,2:11,47,81,19,0,58,8,10,-8 db,176,C Major,8B,4,2022-04-08,3auzaPW4fXa8oI4KbTalAU
26 , Aomine Daiki,quiizzzmeow,73,"russian drain, russian emo rap, russian hip hop, russian hyperpop",Hip Hop,Aomine Daiki,2021-10-05,2:47,51,82,3,0,16,5,36,-6 db,82,C♯/D♭ Major,3B,4,2022-04-08,5X1FYw7MXEgnPmQAYwAa0q
27 , 1000-7,"shadowraze,GENJUTSU",72,"russian drain, russian hip hop",Hip Hop,1000-7,2021-03-12,2:07,73,87,1,0,43,20,12,-4 db,133,C♯/D♭ Major,3B,5,2022-04-08,2IMrzJTRHGndoUbM39QIJ7
28 , ТОЛПЫ КРИЧАТ,"uniqe,nkeeei,ARTEM SHILOVETS",73,"russian hip hop,",Hip Hop,ТОЛПЫ КРИЧАТ,2021-09-28,2:05,90,38,70,0,70,24,9,-7 db,130,D#/E♭ Minor,2A,4,2022-04-08,3mcw4dkjfzj5B4Ago9NSmN
29 , Close Eyes,DVRST,87,,,Close Eyes,2021-05-25,2:12,78,57,7,84,21,6,14,-10 db,96,C Major,8B,4,2022-04-08,3CLSHJv5aUROAN2vfOyCOh
30 , Yeyo!,Шайни,73,"russian drain, russian hip hop, russian hyperpop",Hip Hop,Yeyo!,2022-02-11,1:51,72,80,10,0,44,6,12,-9 db,138,A Major,11B,4,2022-04-08,4jvw60Iw8LpSRJwy1sOmoB
31 , Калуські вечорниці (feat. Tember Blanche),"KALUSH,Tember Blanche",59,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",Калуські вечорниці (feat. Tember Blanche),2021-12-17,3:00,84,72,8,0,47,12,12,-6 db,120,G Minor,6A,4,2022-04-08,6keRNvHKCOhmySQa1jCX8P
32 , 99 Problems,"Big Baby Tape,kizaru",74,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:39,95,45,2,0,18,10,7,-9 db,100,A Major,11B,4,2022-04-08,0r9fpWPI6z3V3YZXIiVaNC
33 , Bandana,"Big Baby Tape,kizaru",73,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:31,75,58,1,4,35,3,17,-6 db,103,F Major,7B,4,2022-04-08,16AzcbKli3UQsxj491hJLQ
34 , Тримай,Khrystyna Soloviy,63,"ukrainian folk rock, ukrainian pop, ukrainian rock","Pop, Rock",Жива вода,2015-09-22,3:28,70,35,66,0,37,3,10,-7 db,124,E Minor,9A,3,2022-04-08,4LKfJMumpW7HyBT05uXYUx
35 , Не твоя війна,Okean Elzy,62,"classic russian rock, russian rock, ukrainian indie, ukrainian pop, ukrainian rock","World/Traditional, Rock, Folk/Acoustic, Pop",Без меж,2016-05-19,4:26,39,59,19,0,34,3,13,-4 db,89,C Minor,5A,4,2022-04-08,0H2ZDRzULQ8tIUvxUuTlqF
36 , Million,"Big Baby Tape,kizaru",73,"russian hip hop, russian trap, russian emo rap","Hip Hop, Latin",BANDANA I,2021-10-22,2:14,87,68,3,0,72,22,27,-5 db,165,F#/G♭ Major,2B,4,2022-04-08,4umjgYILQbHyV41ZmaemQm
37 , MIDDLE OF THE NIGHT,Elley Duhé,97,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-08,58HvfVOeJY7lUuCqF0m3ly
38 , After Dark,Mr.Kitty,79,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-08,0zCgWGmDF0aih5qexATyBn
39 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",90,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-08,1HhNoOuqm1a5MXYEgAFl8o
40 , У мене немає дому,Odyn v Kanoe,56,"russian alt pop, ukrainian indie, ukrainian pop, ukrainian rock","Dance/Electronic, Folk/Acoustic, Pop, Rock",Один в каное,2021-06-06,3:18,65,45,79,0,42,4,11,-7 db,140,C♯/D♭ Minor,12A,4,2022-04-08,4GC6tlXcAsyp4pNrlyo1pb
41 , ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,69,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",ЮМОРИСТ (Original Motion Picture Soundtrack),2019-02-12,2:23,84,70,6,0,85,29,48,-8 db,154,A Major,11B,4,2022-04-08,571md1FedFYFaYUMUktYaF
42 , Зорi,KALUSH,56,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",HOTIN,2021-02-19,3:20,75,59,8,1,70,4,12,-4 db,140,D#/E♭ Minor,2A,5,2022-04-08,7mXxcF1nFQvcvANuYwdrv2
43 , СПАСАТЕЛЬНЫЙ КРУГ,FACE,68,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",SLIME,2019-02-01,2:33,77,73,30,0,73,25,13,-4 db,152,G#/A♭ Minor,1A,4,2022-04-08,08pVm2BCyMSevBLXYLysqi
44 , As It Was,Harry Styles,99,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-08,4LRPiXqCikLlN15c3yImP7
45 , кладбище,вышел покурить,68,"russian hip hop, russian trap","Hip Hop, Latin",кладбище,2019-02-19,1:49,66,32,97,0,39,49,25,-15 db,168,C Major,8B,4,2022-04-08,1xASDcZcb869OkSu86Wbw8
46 , Жальменiна,Go_A,58,eurovision,Pop,#Ідиназвук,2021-01-13,3:43,64,99,0,3,83,6,13,-2 db,120,A Major,11B,4,2022-04-08,4WDasHtnmPeZr17S2OvFKH
47 , Рассвет,КАКАЯ РАЗНИЦА,68,russian drain,,Рассвет,2020-05-31,2:04,55,83,1,0,18,6,7,-7 db,100,F Major,7B,4,2022-04-08,0VGLb6IeeG5ZqonN5EavDu
48 , Heat Waves,Glass Animals,96,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-08,02MWAaffLxlfxAUY7c5dvx
49 , Буде весна,MAX BARSKIH,56,"russian dance, russian dance pop, russian pop, ukrainian pop","Dance/Electronic, Pop",Буде весна,2022-03-09,1:38,71,29,91,0,20,3,11,-8 db,95,G Minor,6A,4,2022-04-08,16NGHIeBR9Dxx0xKe0vByC
50 , Phonky Town,PlayaPhonk,83,drift phonk,,Phonky Town,2021-03-16,2:21,81,82,36,83,34,35,12,-5 db,125,C♯/D♭ Major,3B,4,2022-04-08,5mnpMkzp3Z2RCCbwIEZCbv
