#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-10,4LRPiXqCikLlN15c3yImP7
2 , Heat Waves,Glass Animals,95,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-10,02MWAaffLxlfxAUY7c5dvx
3 , First Class,Jack Harlow,86,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-10,1rDQ4oMwGJI7B4tovsBOxc
4 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",78,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-10,7rglLriMNBPAyuJOMGwi39
5 , Where Are You Now,"Lost Frequencies,Calum Scott",95,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-10,3uUuGVFu1V7jTQL60S1r8z
6 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",89,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-10,1HhNoOuqm1a5MXYEgAFl8o
7 , Sentimentai,Monika LIU,61,"lithuanian indie, lithuanian pop","Jazz, Pop",Sentimentai,2022-01-18,3:00,68,56,9,0,50,3,31,-8 db,93,C Major,8B,4,2022-04-10,0JNPmXGU9K9DJpV9eHppZz
8 , Woman,Doja Cat,96,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-10,6Uj1ctrBOjOas8xZXGqKk4
9 , MIDDLE OF THE NIGHT,Elley Duhé,96,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-10,58HvfVOeJY7lUuCqF0m3ly
10 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",46,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-10,2DB4DdfCFMw1iaR6JaR03a
