#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-20,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-20,1rDQ4oMwGJI7B4tovsBOxc
3 , RAVE,Dxrk ダーク,74,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-20,01kfSdF9zfcDLri5sSWEoL
4 , Heat Waves,Glass Animals,92,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-20,02MWAaffLxlfxAUY7c5dvx
5 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",86,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-20,6JIC3hbC28JZKZ8AlAqX8h
6 , Out of Your Mind,Solven,49,,,Out of Your Mind,2022-04-15,2:39,67,81,0,2,12,5,20,-5 db,128,A Major,11B,4,2022-04-20,1wRKwSa4fLSA0SHGqcfSL4
7 , Where Are You Now,"Lost Frequencies,Calum Scott",92,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-20,3uUuGVFu1V7jTQL60S1r8z
8 , MIDDLE OF THE NIGHT,Elley Duhé,93,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-20,58HvfVOeJY7lUuCqF0m3ly
9 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",86,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-20,1HhNoOuqm1a5MXYEgAFl8o
10 , The Motto,"Tiësto,Ava Max",91,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-20,18asYwWugKjjsihZ0YvRxO
11 , Softcore,The Neighbourhood,89,"modern alternative rock, modern rock, pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-20,2K7xn816oNHJZ0aVqdQsha
12 , Šokam Lėtai,Jessica Shy,45,lithuanian pop,Pop,Apkabinti Prisiminimus,2022-01-25,2:36,76,62,26,0,51,3,25,-8 db,100,A Minor,8A,4,2022-04-20,149qQkZez6yujONJspKw7U
13 , Woman,Doja Cat,93,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-20,6Uj1ctrBOjOas8xZXGqKk4
14 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",77,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-20,2DB4DdfCFMw1iaR6JaR03a
15 , Sentimentai,Monika LIU,58,"lithuanian indie, lithuanian pop","Jazz, Pop",Sentimentai,2022-01-18,3:00,68,56,9,0,50,3,31,-8 db,93,C Major,8B,4,2022-04-20,0JNPmXGU9K9DJpV9eHppZz
16 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",87,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-20,5Z9KJZvQzH6PFmb8SNkxuk
17 , Another Love,Tom Odell,55,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-20,7jtQIBanIiJOMS6RyCx6jZ
18 , Sweater Weather,The Neighbourhood,90,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-20,2QjOHCTQ1Jl3zawyYOpxh6
