#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
27 , 505,Arctic Monkeys,81,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-26,58ge6dfP91o9oXMzq3XkIS
28 , Won't Forget You - Edit,Shouse,77,aussietronica,Dance/Electronic,Won't Forget You,2022-02-04,3:50,66,66,2,1,56,2,10,-7 db,127,G Minor,6A,4,2022-04-26,3I10tZ5MgEMo4WryCNJkZQ
29 , Wait a Minute!,WILLOW,86,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-26,0y60itmpH0aPKsFiGxmtnh
30 , After Dark,Mr.Kitty,74,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-26,0zCgWGmDF0aih5qexATyBn
31 , abcdefu,GAYLE,93,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-26,4fouWK6XVHhzl78KzQ1UjL
32 , Bad Habits,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-26,3rmo8F54jFF8OgYsqTxm5d
33 , Boyfriend,Dove Cameron,90,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-26,59CfNbkERJ3NoTXDvoURjj
34 , Revenge,XXXTENTACION,85,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-26,5TXDeTFVRVY7Cvt0Dw4vWW
35 , THATS WHAT I WANT,Lil Nas X,91,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-26,0e8nrvls4Qqv5Rfa2UhqmO
36 , Infinity,Jaymes Young,90,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-26,1SOClUWhOi8vHZYMz3GluK
37 , Rojaus Obuoliukai,"Zoliukas,Saules Berniukas",41,"lithuanian pop,",Pop,Rojaus Obuoliukai,2019-08-29,3:31,79,32,79,0,54,12,8,-12 db,142,A Minor,8A,4,2022-04-26,7J5J0RjBq1rz9vV2iBqDqd
38 , Watermelon Sugar,Harry Styles,88,pop,Pop,Fine Line,2019-12-13,2:54,55,82,12,0,56,5,34,-4 db,95,C Major,8B,4,2022-04-26,6UelLqGlWMcVH1E5c4H7lY
39 , Pepas,Farruko,80,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-26,2B4GHvToeLTOBB4QLzW3Ni
40 , Light Switch,Charlie Puth,80,"dance pop, pop, viral pop",Pop,Light Switch (Instrumental),2022-01-19,3:05,69,63,11,0,91,31,9,-6 db,184,F#/G♭ Major,2B,4,2022-04-26,3AVXwaOGCEL8cmBecfcsFJ
41 , Save Your Tears,The Weeknd,88,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020-03-20,3:35,68,83,2,0,64,3,54,-5 db,118,C Major,8B,4,2022-04-26,5QO79kh1waicV47BqGRL3g
42 , good 4 u,Olivia Rodrigo,91,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-26,4ZtFanR9U6ndgddUvNcjcG
43 , Without Me,Eminem,87,"detroit hip hop, hip hop, rap",Hip Hop,The Eminem Show,2002-05-26,4:50,91,67,0,0,66,7,24,-3 db,112,G Major,9B,4,2022-04-26,7lQ8MOhq6IN2w8EYcFNSUk
44 , Tom's Diner,"AnnenMayKantereit,Giant Rooks",85,"cologne indie, german singer-songwriter,","Classical, Pop",Tom's Diner,2019-06-28,4:29,68,43,38,0,33,14,36,-8 db,98,F#/G♭ Minor,11A,4,2022-04-26,0oA9wBGDY4uyILLg4GymWP
45 , Daddy Issues,The Neighbourhood,85,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",Wiped Out!,2015-10-30,4:20,59,52,7,15,34,3,12,-9 db,85,A#/B♭ Major,6B,4,2022-04-26,5E30LdtzQTGqRvNd7l6kG5
46 , Easy On Me,Adele,85,"british soul, pop, pop soul, uk pop","R&B, Pop",30,2021-11-19,3:44,60,37,58,0,13,3,13,-8 db,142,F Major,7B,4,2022-04-26,46IZ0fSY2mpAiktS3KOqds
47 , Ghost,Justin Bieber,89,"canadian pop, pop",Pop,Justice,2021-03-19,2:33,60,74,19,0,44,5,42,-6 db,154,D Major,10B,4,2022-04-26,6I3mqTwhRpn34SLVafSH7G
48 , Bones,Imagine Dragons,87,"modern rock, rock",Rock,Bones,2022-03-11,2:45,77,74,2,0,57,5,8,-4 db,114,F Minor,4A,4,2022-04-26,0HqZX76SFLDz2aW8aiqi7G
49 , Dark Red,Steve Lacy,86,"afrofuturism, pop","R&B, Pop",Dark Red,2017-02-20,2:53,60,78,45,0,78,6,12,-4 db,172,F#/G♭ Major,2B,4,2022-04-26,37y7iDayfwm3WXn5BiAoRk
50 , House of Memories,Panic! At The Disco,80,modern rock,Rock,Death of a Bachelor,2016-01-15,3:28,51,82,0,0,51,3,5,-5 db,110,B Minor,10A,4,2022-04-26,2DgdHcjWmO3qd50RzuBLgZ
