#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , showdown,shadowraze,78,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-16,48fzAdCxamFYCHNXXLk6zn
2 ," Вова, їбаш їх блять",Мюслі UA,56,,,"Вова, їбаш їх блять",2022-03-30,2:36,86,79,7,0,71,25,13,-6 db,120,G#/A♭ Major,4B,4,2022-04-16,1K2ORdYBMvi5h4FvQn5hpX
3 , Stefania (Kalush Orchestra),KALUSH,66,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",Stefania (Kalush Orchestra),2022-03-18,2:59,83,82,14,0,32,4,12,-5 db,105,D Major,10B,4,2022-04-16,2vHzOWRKYPLu8umRPIFuOq
4 , astral step,shadowraze,75,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-16,47iHvzU9Po0e6raFlgLBOF
5 , RAVE,Dxrk ダーク,72,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-16,01kfSdF9zfcDLri5sSWEoL
6 , Селяви,MORGENSHTERN,65,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-16,3SOHFsSinxM6flLceYl5BT
7 , Додому (feat. Skofka),"KALUSH,Skofka",58,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",ЙО-ЙО (feat. Skofka),2021-07-23,3:36,86,55,46,0,65,4,10,-8 db,120,F Minor,4A,4,2022-04-16,7kKTYTHULdERuHGCkVyLVD
8 , Капли,"OG Buda,Дора",32,"russian drill, russian hip hop, russian trap, russian alt pop, russian pop","Dance/Electronic, Hip Hop, Pop, Latin",Капли,2022-04-15,2:40,70,49,4,0,46,10,9,-9 db,143,F#/G♭ Major,2B,4,2022-04-16,0LwPFTgtNaQrfyWHM42Z83
9 , Зелёный глаз,Минин,64,,,Зелёный глаз,2022-02-11,1:54,78,42,62,0,27,8,10,-11 db,135,E Minor,9A,4,2022-04-16,4ZOjdqmXLuwHDQUn9WWoFR
10 , Лёд,"WENARO,LXNER",71,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-16,7D8k995g6jdie4NF1E7Tpu
11 , never enough,zxcursed,68,,,never enough,2022-03-13,2:22,65,83,2,0,56,24,30,-6 db,132,C Major,8B,4,2022-04-16,48jRCynldeK3WQbvd3jr73
12 , adaptive strike,"shadowraze,LXNER,quiizzzmeow",71,"russian drain, russian hip hop, hyperpop, russian emo rap, russian hyperpop","Pop, Hip Hop",adaptive strike,2022-02-11,2:16,80,82,19,0,39,5,10,-7 db,102,C♯/D♭ Major,3B,4,2022-04-16,5jXocrsUwpKwWyI5BZLKFA
13 , шо ви браття,jockii druce,57,,,шо ви браття,2022-03-03,2:04,81,35,65,0,87,33,13,-18 db,102,D Major,10B,4,2022-04-16,0cCXLN9eUn6dmAgDPpZaJV
14 , Putin,Cypis,68,polish viral rap,,Putin,2022-02-25,2:25,94,57,18,0,81,28,7,-7 db,125,A Minor,8A,4,2022-04-16,3lCZxajTCSYR5OnHPEfa2v
15 , Oy U Luzi Chervona Kalyna - Army Remix,"The Kiffness,Boombox",62,"cape town indie, south african pop, south african pop dance, russian alt pop, ukrainian folk rock, ukrainian pop, ukrainian rock","Dance/Electronic, World/Traditional, Pop, Rock",Oy U Luzi Chervona Kalyna (Army Remix),2022-03-05,3:06,80,53,51,0,65,7,7,-9 db,120,C♯/D♭ Minor,12A,4,2022-04-16,6nl2T8YjOdFFnQ4xBHXfdm
16 , ЛАБИРИНТ,FACE,68,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-16,7biChppM3c8q7qcVl7ceb2
17 , 12,MORGENSHTERN,68,"russian hip hop, russian trap","Hip Hop, Latin",12,2022-03-14,3:00,80,56,56,0,57,28,9,-10 db,144,E Minor,9A,4,2022-04-16,2B9N1fCinwxEo89GcDGB5I
18 , Another Love,Tom Odell,56,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-16,7jtQIBanIiJOMS6RyCx6jZ
19 , ярче звёзд,ПОЛМАТЕРИ,61,,,иван марголдин президент россии,2020-08-18,2:47,45,91,2,0,26,5,19,-4 db,115,F#/G♭ Major,2B,4,2022-04-16,4CK9NEdPWB6rJ8N6BU20pN
20 , Фотографирую закат,fem.love,70,"russian drain, russian hip hop",Hip Hop,Фотографирую закат,2020-06-22,2:36,41,90,0,0,40,6,17,-3 db,160,F#/G♭ Major,2B,4,2022-04-16,1ghdJUMhmLEpUitNwyNMWH
21 , Доброго вечора - Where Are You From,PROBASS ∆ HARDI,61,g-house,,Доброго вечора (Where Are You From),2021-10-29,2:48,65,70,5,34,41,4,34,-6 db,111,G#/A♭ Major,4B,4,2022-04-16,0O3TZYgwaRadNprRONZ7iX
22 , shadowfiend,shadowraze,70,"russian drain, russian hip hop",Hip Hop,shadowfiend,2020-09-30,2:23,63,80,5,45,66,8,11,-6 db,178,A#/B♭ Minor,3A,5,2022-04-16,0xEET0hVtwAEI5iVMWmD5C
23 , juggernaut (Prod. by PLVSTIC),shadowraze,69,"russian drain, russian hip hop",Hip Hop,juggernaut (Prod. by PLVSTIC),2021-08-13,2:16,70,66,0,0,59,23,26,-8 db,93,G Major,9B,4,2022-04-16,57V0VhEg1CAkPXeaCLikNW
24 , Калуські вечорниці (feat. Tember Blanche),"KALUSH,Tember Blanche",56,"ukrainian hip hop, ukrainian pop, ukrainian rock","Pop, Rock",Калуські вечорниці (feat. Tember Blanche),2021-12-17,3:00,84,72,8,0,47,12,12,-6 db,120,G Minor,6A,4,2022-04-16,6keRNvHKCOhmySQa1jCX8P
25 , плачь,"rizza,Sqwore",69,"russian drain, russian hip hop, russian hyperpop",Hip Hop,плачь,2021-08-27,1:56,66,83,30,0,55,23,12,-4 db,157,E Minor,9A,4,2022-04-16,3yCKABoZU3FVFuyVBc5VlM
26 , Я хочу тебя трахать,"Scally Milano,uglystephan",18,"russian hip hop, russian drain, russian viral rap, zxc",Hip Hop,Пропаганда денег,2022-04-15,2:24,77,60,18,0,75,17,7,-5 db,136,C♯/D♭ Major,3B,4,2022-04-16,12GNcuMwxsLQQG4A9flx9r
27 , Тримай,Khrystyna Soloviy,59,"ukrainian folk rock, ukrainian pop, ukrainian rock","Pop, Rock",Жива вода,2015-09-22,3:28,70,35,66,0,37,3,10,-7 db,124,E Minor,9A,3,2022-04-16,4LKfJMumpW7HyBT05uXYUx
28 , Домино,FACE,66,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",Искренний,2021-04-08,3:18,84,54,7,4,44,5,10,-9 db,134,B Major,1B,4,2022-04-16,6GyZQ9o0dBU9V0NIjGPz2r
29 , Aomine Daiki,quiizzzmeow,68,"russian drain, russian emo rap, russian hip hop, russian hyperpop",Hip Hop,Aomine Daiki,2021-10-05,2:47,51,82,3,0,16,5,36,-6 db,82,C♯/D♭ Major,3B,4,2022-04-16,5X1FYw7MXEgnPmQAYwAa0q
30 , (Po)ciąg dalszy nastąpi,Gibbs,58,polish hip hop,Hip Hop,Czarno na białym,2021-09-30,4:25,60,55,71,0,80,48,10,-11 db,120,G#/A♭ Minor,1A,4,2022-04-16,3UMqSWigx4NrVPIkpPDP2U
31 , bankai,zxcursed,58,,,bankai,2022-04-01,1:57,54,91,20,0,71,15,38,-6 db,156,A#/B♭ Major,6B,4,2022-04-16,6tlU1yG1HdSrbbbfQN3NH3
32 , MIDDLE OF THE NIGHT,Elley Duhé,94,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-16,58HvfVOeJY7lUuCqF0m3ly
33 , Yeyo!,Шайни,68,"russian drain, russian hip hop, russian hyperpop",Hip Hop,Yeyo!,2022-02-11,1:51,72,80,10,0,44,6,12,-9 db,138,A Major,11B,4,2022-04-16,4jvw60Iw8LpSRJwy1sOmoB
34 , Close Eyes,"Chego1963,onurxt,Rylixe",42,"new school turkce rap,",,Close Eyes,2020-02-13,2:12,78,54,7,73,22,7,14,-10 db,96,C Major,8B,4,2022-04-16,7BNWWI6aZPLkYCfRat8HuD
