#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-24,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-24,1rDQ4oMwGJI7B4tovsBOxc
3 , Heat Waves,Glass Animals,91,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-24,02MWAaffLxlfxAUY7c5dvx
4 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",89,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-24,5PjdY0CKGZdEuoNab3yDmX
5 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",78,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-24,2DB4DdfCFMw1iaR6JaR03a
6 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",85,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-24,1HhNoOuqm1a5MXYEgAFl8o
7 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",85,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-24,6JIC3hbC28JZKZ8AlAqX8h
8 , Envolver,Anitta,74,"funk carioca, funk pop, pagode baiano, pop nacional","Hip Hop, Pop, Latin",Versions of Me,2022-04-12,3:13,81,74,15,0,40,8,9,-5 db,92,E Minor,9A,4,2022-04-24,3FkeNbs9Zeiqkr3WkbOiGp
9 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",86,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-24,5Z9KJZvQzH6PFmb8SNkxuk
10 , Una Noche en Medellín,Cris Mj,92,mambo chileno,Latin,Una Noche en Medellín,2022-01-21,2:33,87,55,9,0,83,8,5,-5 db,96,A#/B♭ Minor,3A,4,2022-04-24,1O2pcBJGej0pmH2Y9XZMs6
11 , MAMIII,"Becky G,KAROL G",92,"dance pop, latin, latin viral pop, pop, rap latina, reggaeton, reggaeton colombiano, trap latino","Pop, Latin",MAMIII,2022-02-10,3:46,84,70,9,0,90,8,14,-4 db,94,E Minor,9A,4,2022-04-24,1ri9ZUkBJVFUdgwzCnfcYs
12 , MIDDLE OF THE NIGHT,Elley Duhé,92,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-24,58HvfVOeJY7lUuCqF0m3ly
13 , abcdefu,GAYLE,93,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-24,4fouWK6XVHhzl78KzQ1UjL
14 , Desesperados,"Rauw Alejandro,Chencho Corleone",87,"puerto rican pop, trap latino,",Latin,VICE VERSA,2021-12-10,3:44,87,69,36,0,51,8,9,-3 db,90,C♯/D♭ Minor,12A,4,2022-04-24,6mmPpaltUZK7xjNlBPQQ0p
15 , Ghost,Justin Bieber,90,"canadian pop, pop",Pop,Justice,2021-03-19,2:33,60,74,19,0,44,5,42,-6 db,154,D Major,10B,4,2022-04-24,6I3mqTwhRpn34SLVafSH7G
16 , Woman,Doja Cat,92,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-24,6Uj1ctrBOjOas8xZXGqKk4
17 , Shivers,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-24,50nfwKoDiSYg8zOCREWAm5
18 , X ÚLTIMA VEZ,"Daddy Yankee,Bad Bunny",89,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",LEGENDADDY,2022-03-25,3:12,81,86,8,0,57,6,11,-4 db,90,G Major,9B,4,2022-04-24,48AJSd42lXpicsGqcgopof
19 , Thousand Miles,The Kid LAROI,72,australian hip hop,Hip Hop,Thousand Miles,2022-04-22,2:44,38,66,9,0,20,8,9,-5 db,81,G Major,9B,4,2022-04-24,1r8ZCjfrQxoy2wVaBUbpwg
20 , Where Are You Now,"Lost Frequencies,Calum Scott",91,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-24,3uUuGVFu1V7jTQL60S1r8z
21 , good 4 u,Olivia Rodrigo,91,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-24,4ZtFanR9U6ndgddUvNcjcG
22 , Pepas,Farruko,81,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-24,2B4GHvToeLTOBB4QLzW3Ni
23 , THATS WHAT I WANT,Lil Nas X,91,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-24,0e8nrvls4Qqv5Rfa2UhqmO
24 , Fuera del mercado,Danny Ocean,89,"latin, pop venezolano, reggaeton, trap latino",Latin,@dannocean,2022-02-17,2:39,45,67,32,0,27,14,13,-6 db,92,G#/A♭ Major,4B,4,2022-04-24,1UdzJEpgJxtuXAlCOvD4S0
25 , Easy On Me,Adele,85,"british soul, pop, pop soul, uk pop","R&B, Pop",30,2021-11-19,3:44,60,37,58,0,13,3,13,-8 db,142,F Major,7B,4,2022-04-24,46IZ0fSY2mpAiktS3KOqds
26 , The Motto,"Tiësto,Ava Max",91,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-24,18asYwWugKjjsihZ0YvRxO
27 , Bad Habits,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-24,3rmo8F54jFF8OgYsqTxm5d
28 , Jordan,Ryan Castro,88,"reggaeton, trap colombiano",Latin,Jordan,2021-04-30,2:56,80,68,6,0,71,37,10,-6 db,180,A#/B♭ Minor,3A,4,2022-04-24,2rDZhKnPaPG054ExZ6nXUS
29 , Watermelon Sugar,Harry Styles,89,pop,Pop,Fine Line,2019-12-13,2:54,55,82,12,0,56,5,34,-4 db,95,C Major,8B,4,2022-04-24,6UelLqGlWMcVH1E5c4H7lY
30 , Blinding Lights,The Weeknd,90,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020-03-20,3:20,51,73,0,0,33,6,9,-6 db,171,C♯/D♭ Major,3B,4,2022-04-24,0VjIjW4GlUZAMYd2vXMi3b
31 , Light Switch,Charlie Puth,80,"dance pop, pop, viral pop",Pop,Light Switch (Instrumental),2022-01-19,3:05,69,63,11,0,91,31,9,-6 db,184,F#/G♭ Major,2B,4,2022-04-24,3AVXwaOGCEL8cmBecfcsFJ
32 , Boyfriend,Dove Cameron,90,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-24,59CfNbkERJ3NoTXDvoURjj
33 , Another Love,Tom Odell,54,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-24,7jtQIBanIiJOMS6RyCx6jZ
34 , My Universe,"Coldplay,BTS",84,"permanent wave, pop, k-pop, k-pop boy group","Pop, Rock",Music Of The Spheres,2021-10-15,3:46,57,71,1,0,47,4,33,-6 db,105,C♯/D♭ Minor,12A,4,2022-04-24,46HNZY1i7O6jwTA7Slo2PI
35 , Wait a Minute!,WILLOW,87,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-24,0y60itmpH0aPKsFiGxmtnh
36 , PROVENZA,KAROL G,68,"latin, reggaeton, reggaeton colombiano, trap latino",Latin,PROVENZA,2022-04-22,3:30,87,52,66,1,53,5,11,-8 db,111,C♯/D♭ Major,3B,4,2022-04-24,7dSZ6zGTQx66c2GF91xCrb
37 , Plan A,Paulo Londra,90,"argentine hip hop, trap argentino, trap latino","Hip Hop, Latin",Plan A,2022-03-23,2:58,58,83,5,0,56,4,7,-5 db,174,C Major,8B,4,2022-04-24,2gpQi3hbcUAcEG8m2dlgfB
38 , Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy,Bad Bunny,Julieta Venegas",90,"latin, latin hip hop, latin pop, pop reggaeton, reggaeton, trap latino, latin alternative, latin rock, pop, rock en espanol","Latin, Hip Hop, Pop",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),2021-10-05,3:27,64,70,9,0,14,8,9,-6 db,170,E Minor,9A,4,2022-04-24,4gzsuuZypVbxs0Af1LSZyB
39 , Kiss Me More (feat. SZA),"Doja Cat,SZA",84,"dance pop, pop, r&b","Pop, R&B",Planet Her,2021-06-25,3:28,76,71,26,0,78,3,12,-3 db,111,G#/A♭ Major,4B,4,2022-04-24,3DarAbFujv6eYNliUTyqtz
40 , Sweater Weather,The Neighbourhood,89,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-24,2QjOHCTQ1Jl3zawyYOpxh6
