#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-17,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,93,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-17,1rDQ4oMwGJI7B4tovsBOxc
3 , Heat Waves,Glass Animals,93,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-17,02MWAaffLxlfxAUY7c5dvx
4 , MIDDLE OF THE NIGHT,Elley Duhé,93,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-17,58HvfVOeJY7lUuCqF0m3ly
5 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",87,"modern rock, rock, hip hop, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-17,1HhNoOuqm1a5MXYEgAFl8o
6 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",75,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-17,7rglLriMNBPAyuJOMGwi39
7 , Sweater Weather,The Neighbourhood,91,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-17,2QjOHCTQ1Jl3zawyYOpxh6
8 , Where Are You Now,"Lost Frequencies,Calum Scott",93,"belgian edm, edm, pop, pop dance, tropical house, neo mellow","Dance/Electronic, Folk/Acoustic, Pop",Where Are You Now,2021-07-30,2:28,67,64,52,0,26,10,17,-8 db,121,F#/G♭ Minor,11A,4,2022-04-17,3uUuGVFu1V7jTQL60S1r8z
9 , RAVE,Dxrk ダーク,72,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-17,01kfSdF9zfcDLri5sSWEoL
10 , Softcore,The Neighbourhood,90,"modern alternative rock, modern rock, pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-17,2K7xn816oNHJZ0aVqdQsha
11 , Another Love,Tom Odell,56,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-17,7jtQIBanIiJOMS6RyCx6jZ
12 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",90,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-17,5PjdY0CKGZdEuoNab3yDmX
13 , Down Under (feat. Colin Hay),"Luude,Colin Hay",71,"aussietronica, neo mellow, solo wave","Dance/Electronic, Folk/Acoustic",Down Under (feat. Colin Hay),2021-11-19,2:38,31,86,1,0,4,17,28,-4 db,172,B Minor,10A,4,2022-04-17,3Oww84xrmgjyr5J1ilOmAf
14 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",88,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-17,5Z9KJZvQzH6PFmb8SNkxuk
15 , The Motto,"Tiësto,Ava Max",92,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-17,18asYwWugKjjsihZ0YvRxO
16 , Woman,Doja Cat,93,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-17,6Uj1ctrBOjOas8xZXGqKk4
17 , Pepas,Farruko,82,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-17,2B4GHvToeLTOBB4QLzW3Ni
18 , abcdefu,GAYLE,95,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-17,4fouWK6XVHhzl78KzQ1UjL
19 , Infinity,Jaymes Young,92,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-17,1SOClUWhOi8vHZYMz3GluK
20 , W (Kā pienākas),Prusax,41,latvian hip hop,Hip Hop,W (Kā pienākas),2022-03-30,2:54,64,77,13,0,56,4,27,-4 db,155,E Minor,9A,4,2022-04-17,1QtnkO460jPALmHFBSi4xx
21 , Селяви,MORGENSHTERN,65,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-17,3SOHFsSinxM6flLceYl5BT
22 , THATS WHAT I WANT,Lil Nas X,93,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-17,0e8nrvls4Qqv5Rfa2UhqmO
23 , 505,Arctic Monkeys,83,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-17,58ge6dfP91o9oXMzq3XkIS
24 , Revenge,XXXTENTACION,87,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-17,5TXDeTFVRVY7Cvt0Dw4vWW
25 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",74,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-17,2DB4DdfCFMw1iaR6JaR03a
26 , Move Your Body,"Öwnboss,Sevek",83,"brazilian edm,",Dance/Electronic,Move Your Body,2021-10-29,2:37,85,82,2,0,25,5,10,-5 db,125,D Minor,7A,4,2022-04-17,6GomT970rCOkKAyyrwJeZi
27 , Boyfriend,Dove Cameron,92,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-17,59CfNbkERJ3NoTXDvoURjj
28 , Shivers,Ed Sheeran,92,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-17,50nfwKoDiSYg8zOCREWAm5
29 , After Dark,Mr.Kitty,76,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-17,0zCgWGmDF0aih5qexATyBn
30 , Without Me,Eminem,89,"detroit hip hop, hip hop, rap",Hip Hop,The Eminem Show,2002-05-26,4:50,91,67,0,0,66,7,24,-3 db,112,G Major,9B,4,2022-04-17,7lQ8MOhq6IN2w8EYcFNSUk
31 , No Role Modelz,J. Cole,87,"conscious hip hop, hip hop, north carolina hip hop, rap",Hip Hop,2014 Forest Hills Drive,2014-12-09,4:52,69,52,32,0,49,34,5,-8 db,100,A#/B♭ Minor,3A,4,2022-04-17,68Dni7IE4VyPkTOH9mRWHr
32 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,70,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-17,77B4S4jkrAkL3Ng5hEHoUU
33 , low down,"venbee,Dan Fable",54,,,low down,2022-04-15,3:02,72,43,63,9,27,9,10,-11 db,80,C Major,8B,4,2022-04-17,6OlK1W3yH6V3pr6e81hI0u
34 , HDMI,BONES,79,"dark trap, underground hip hop",Hip Hop,Rotten,2014-12-02,2:19,71,29,69,81,12,6,32,-16 db,125,G Major,9B,4,2022-04-17,7I4ibsZgwuf46g0xHuTC8s
35 , Do It To It,"ACRAZE,Cherish",91,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary","Hip Hop, Pop, R&B",Do It To It,2021-08-20,2:37,85,81,2,5,64,9,7,-8 db,125,B Minor,10A,4,2022-04-17,20on25jryn53hWghthWWW3
36 , Bones,Imagine Dragons,88,"modern rock, rock",Rock,Bones,2022-03-11,2:45,77,74,2,0,57,5,8,-4 db,114,F Minor,4A,4,2022-04-17,0HqZX76SFLDz2aW8aiqi7G
37 , Wait a Minute!,WILLOW,87,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-17,0y60itmpH0aPKsFiGxmtnh
38 , Bad Habits,Ed Sheeran,93,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-17,3rmo8F54jFF8OgYsqTxm5d
39 , Freaks,Surf Curse,87,"dreamo, indie surf, surf punk, vegas indie",Rock,Freaks,2021-05-15,2:27,35,94,0,63,41,5,5,-10 db,180,A Major,11B,4,2022-04-17,7EkWXAI1wn8Ii883ecd9xr
40 , showdown,shadowraze,77,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-17,48fzAdCxamFYCHNXXLk6zn
41 , good 4 u,Olivia Rodrigo,93,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-17,4ZtFanR9U6ndgddUvNcjcG
42 , Капли,"OG Buda,Дора",48,"russian drill, russian hip hop, russian trap, russian alt pop, russian pop","Dance/Electronic, Hip Hop, Pop, Latin",Капли,2022-04-15,2:40,70,49,4,0,46,10,9,-9 db,143,F#/G♭ Major,2B,4,2022-04-17,0LwPFTgtNaQrfyWHM42Z83
43 , Close Eyes,"Chego1963,onurxt,Rylixe",45,"new school turkce rap,",,Close Eyes,2020-02-13,2:12,78,54,7,73,22,7,14,-10 db,96,C Major,8B,4,2022-04-17,7BNWWI6aZPLkYCfRat8HuD
44 , Formula,Labrinth,87,"indie poptimism, pop",Pop,Euphoria (Original Score from the HBO Series),2019-10-04,1:31,57,66,4,6,23,4,15,-6 db,145,B Major,1B,4,2022-04-17,6EtKlIQmGPB9SX8UjDJG5s
45 , The Real Slim Shady,Eminem,88,"detroit hip hop, hip hop, rap",Hip Hop,The Marshall Mathers LP,2000-05-23,4:44,95,66,3,0,76,6,5,-4 db,105,F Minor,4A,4,2022-04-17,3yfqSUWxFvZELEM4PmlwIR
