#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-23,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,94,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-23,1rDQ4oMwGJI7B4tovsBOxc
3 , Thousand Miles,The Kid LAROI,47,australian hip hop,Hip Hop,Thousand Miles,2022-04-22,2:44,38,66,9,0,20,8,9,-5 db,81,G Major,9B,4,2022-04-23,1r8ZCjfrQxoy2wVaBUbpwg
4 , Heat Waves,Glass Animals,91,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-23,02MWAaffLxlfxAUY7c5dvx
5 , Plan B,Megan Thee Stallion,0,"dance pop, houston rap, pop, trap queen","Pop, Hip Hop, R&B",Plan B,2022-04-22,2:43,79,52,7,0,67,46,11,-6 db,170,G#/A♭ Major,4B,4,2022-04-23,2PljnVsnl2PRwCvfhbdQup
6 , Scrape It Off (feat. Lil Uzi Vert & Don Toliver),"Pusha T,Lil Uzi Vert,Don Toliver",33,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop, virginia hip hop, melodic rap, philly rap, pop","Hip Hop, Pop",It's Almost Dry,2022-04-22,2:32,59,68,48,0,66,35,11,-4 db,107,G Major,9B,5,2022-04-23,1dp8aQANyTRKssDeAYPiZe
7 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",87,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-23,5Z9KJZvQzH6PFmb8SNkxuk
8 , Hold That Heat (feat. Travis Scott),"Southside,Future,Travis Scott",0,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap, slap house",Hip Hop,Hold That Heat (feat. Travis Scott),2022-04-22,3:41,74,61,3,0,7,4,40,-6 db,130,D Major,10B,4,2022-04-23,6OrTKLtcF7EBayOV2QqkSK
9 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",89,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-23,5PjdY0CKGZdEuoNab3yDmX
10 , Don't Think Jesus,Morgan Wallen,77,contemporary country,Country,Don't Think Jesus,2022-04-15,3:46,58,43,47,0,21,3,14,-7 db,117,D Major,10B,3,2022-04-23,1TUuhV75FeOF6UObRsABo2
