#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
12 , Need to Know,Doja Cat,88,"dance pop, pop",Pop,Planet Her,2021-06-25,3:30,66,61,30,0,19,7,9,-7 db,130,C♯/D♭ Major,3B,4,2022-04-25,3Vi5XqYrmQgOYBajMWSvCi
13 , No Role Modelz,J. Cole,86,"conscious hip hop, hip hop, north carolina hip hop, rap",Hip Hop,2014 Forest Hills Drive,2014-12-09,4:52,69,52,32,0,49,34,5,-8 db,100,A#/B♭ Minor,3A,4,2022-04-25,68Dni7IE4VyPkTOH9mRWHr
14 , Don't Think Jesus,Morgan Wallen,77,contemporary country,Country,Don't Think Jesus,2022-04-15,3:46,58,43,47,0,21,3,14,-7 db,117,D Major,10B,3,2022-04-25,1TUuhV75FeOF6UObRsABo2
15 , We Don't Talk About Bruno,"Carolina Gaitán - La Gaita,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",88,"modern salsa, salsa colombiana, latin, latin hip hop, reggaeton,","Latin, Hip Hop",Encanto (Original Motion Picture Soundtrack),2021-11-19,3:36,58,45,36,0,83,8,11,-9 db,206,C Minor,5A,4,2022-04-25,52xJxFP6TqMuO4Yt0eOkMz
16 , THATS WHAT I WANT,Lil Nas X,91,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-25,0e8nrvls4Qqv5Rfa2UhqmO
17 , Knife Talk (with 21 Savage ft. Project Pat),"Drake,21 Savage,Project Pat",85,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, atl hip hop, trap, crunk, dirty south rap, gangster rap, memphis hip hop, southern hip hop","Hip Hop, Pop, R&B",Certified Lover Boy,2021-09-03,4:02,85,42,6,0,15,32,8,-10 db,146,F Minor,4A,4,2022-04-25,2BcMwX1MPV6ZHP4tUT9uq6
18 , Wait a Minute!,WILLOW,86,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-25,0y60itmpH0aPKsFiGxmtnh
19 , Cold Heart - PNAU Remix,"Elton John,Dua Lipa,PNAU",85,"glam rock, mellow gold, piano rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Dance/Electronic, Pop",The Lockdown Sessions,2021-10-22,3:22,80,80,4,0,93,3,9,-6 db,116,C♯/D♭ Major,3B,4,2022-04-25,6JIC3hbC28JZKZ8AlAqX8h
20 , Wasted On You,Morgan Wallen,80,contemporary country,Country,Dangerous: The Double Album,2021-01-08,2:58,51,66,37,0,25,3,13,-5 db,196,B Minor,10A,3,2022-04-25,3cBsEDNhFI9E82vPj3kvi3
21 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",78,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-25,2DB4DdfCFMw1iaR6JaR03a
22 , 505,Arctic Monkeys,81,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-25,58ge6dfP91o9oXMzq3XkIS
23 , Sweater Weather,The Neighbourhood,89,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-25,2QjOHCTQ1Jl3zawyYOpxh6
24 , Kiss Me More (feat. SZA),"Doja Cat,SZA",84,"dance pop, pop, r&b","Pop, R&B",Planet Her,2021-06-25,3:28,76,71,26,0,78,3,12,-3 db,111,G#/A♭ Major,4B,4,2022-04-25,3DarAbFujv6eYNliUTyqtz
25 , Boyfriend,Dove Cameron,90,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-25,59CfNbkERJ3NoTXDvoURjj
26 , Dark Red,Steve Lacy,86,"afrofuturism, pop","R&B, Pop",Dark Red,2017-02-20,2:53,60,78,45,0,78,6,12,-4 db,172,F#/G♭ Major,2B,4,2022-04-25,37y7iDayfwm3WXn5BiAoRk
27 , Something in the Orange,Zach Bryan,63,oklahoma country,Country,Something in the Orange,2022-04-22,3:48,37,19,56,0,15,4,10,-12 db,175,E Minor,9A,3,2022-04-25,3WMj8moIAXJhHsyLaqIIHI
28 , Plan B,Megan Thee Stallion,69,"dance pop, houston rap, pop, trap queen","Pop, Hip Hop, R&B",Plan B,2022-04-22,2:43,79,52,7,0,67,46,11,-6 db,170,G#/A♭ Major,4B,4,2022-04-25,2PljnVsnl2PRwCvfhbdQup
29 , I Love You So,The Walters,90,chicago indie,Rock,I Love You So,2014-11-28,2:40,57,65,58,0,47,4,12,-5 db,76,A#/B♭ Major,6B,4,2022-04-25,4SqWKzw0CbA05TGszDgMlc
30 , MAMIII,"Becky G,KAROL G",92,"dance pop, latin, latin pop, latin viral pop, pop, rap latina, reggaeton, reggaeton colombiano, trap latino","Pop, Latin",MAMIII,2022-02-10,3:46,84,70,9,0,90,8,14,-4 db,94,E Minor,9A,4,2022-04-25,1ri9ZUkBJVFUdgwzCnfcYs
31 , Shivers,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-25,50nfwKoDiSYg8zOCREWAm5
32 , Nail Tech,Jack Harlow,86,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,Nail Tech,2022-02-18,3:26,65,58,0,0,11,9,12,-8 db,150,E Minor,9A,4,2022-04-25,62Yo3FDddWY8ydu6PW2wyz
33 , Monëy so big,Yeat,84,pluggnb,,Up 2 Më,2021-09-10,2:40,69,57,12,0,35,9,10,-8 db,138,D Major,10B,4,2022-04-25,7BbaIYAdi3pg4MGl6PHwPv
34 , family ties (with Kendrick Lamar),"Baby Keem,Kendrick Lamar",78,"hip hop, rap, conscious hip hop, west coast rap",Hip Hop,The Melodic Blue,2021-09-10,4:12,71,61,1,0,14,33,23,-5 db,134,C♯/D♭ Major,3B,4,2022-04-25,3QFInJAm9eyaho5vBzxInN
35 , traitor,Olivia Rodrigo,89,pop,Pop,SOUR,2021-05-21,3:49,38,34,69,0,8,3,12,-8 db,101,D#/E♭ Major,5B,4,2022-04-25,5CZ40GBx1sQ9agT82CLQCT
36 , MIDDLE OF THE NIGHT,Elley Duhé,92,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-25,58HvfVOeJY7lUuCqF0m3ly
37 , See You Again (feat. Kali Uchis),"Tyler, The Creator,Kali Uchis",84,"hip hop, rap, colombian pop, dance pop, pop, r&b","Latin, Pop, Hip Hop, R&B",Flower Boy,2017-07-21,3:00,56,56,37,0,62,10,11,-9 db,79,F#/G♭ Major,2B,4,2022-04-25,7KA4W4McWYRpgf0fWsJZWB
38 , In My Head,Lil Tjay,86,"brooklyn drill, melodic rap, nyc rap",Hip Hop,In My Head,2022-04-01,2:15,68,55,16,0,41,12,10,-7 db,143,C♯/D♭ Major,3B,4,2022-04-25,1HvTxgCj0mTzQlEo0zLvFb
39 , Scrape It Off (feat. Lil Uzi Vert & Don Toliver),"Pusha T,Lil Uzi Vert,Don Toliver",69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop, virginia hip hop, melodic rap, philly rap, pop","Hip Hop, Pop",It's Almost Dry,2022-04-22,2:32,59,68,48,0,66,35,11,-4 db,107,G Major,9B,5,2022-04-25,1dp8aQANyTRKssDeAYPiZe
40 , Broadway Girls (feat. Morgan Wallen),"Lil Durk,Morgan Wallen",53,"chicago drill, chicago rap, drill, hip hop, rap, trap, contemporary country","Hip Hop, Country",7220 (Reloaded),2022-03-10,3:05,66,75,4,0,54,3,30,-4 db,75,A#/B♭ Major,6B,4,2022-04-25,7qTaDOcld0VmBWXnkbUj45
41 , Lost,Frank Ocean,86,"alternative r&b, hip hop, lgbtq+ hip hop, neo soul, pop","R&B, Hip Hop, Pop",channel ORANGE,2012-07-10,3:54,91,60,3,0,50,23,17,-5 db,123,G#/A♭ Major,4B,4,2022-04-25,3GZD6HmiNUhxXYf8Gch723
42 , abcdefu,GAYLE,93,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-25,4fouWK6XVHhzl78KzQ1UjL
43 , Whiskey Glasses,Morgan Wallen,79,contemporary country,Country,If I Know Me,2018-04-27,3:54,61,68,37,0,71,3,12,-5 db,150,F#/G♭ Major,2B,4,2022-04-25,6foY66mWZN0pSRjZ408c00
44 , One Right Now (with The Weeknd),"Post Malone,The Weeknd",86,"dfw rap, melodic rap, rap, canadian contemporary r&b, canadian pop, pop","R&B, Pop, Hip Hop",One Right Now,2021-11-05,3:13,69,78,4,0,69,5,8,-5 db,97,C♯/D♭ Major,3B,4,2022-04-25,00Blm7zeNqgYLPtW6zg8cj
45 , Light Switch,Charlie Puth,80,"dance pop, pop, viral pop",Pop,Light Switch (Instrumental),2022-01-19,3:05,69,63,11,0,91,31,9,-6 db,184,F#/G♭ Major,2B,4,2022-04-25,3AVXwaOGCEL8cmBecfcsFJ
46 , pushin P (feat. Young Thug),"Gunna,Future,Young Thug",85,"atl hip hop, melodic rap, rap, trap, hip hop, pop rap, southern hip hop, atl trap, gangster rap",Hip Hop,DS4EVER,2022-01-13,2:16,77,42,1,1,49,19,13,-5 db,78,C♯/D♭ Minor,12A,1,2022-04-25,3XOalgusokruzA5ZBA2Qcb
47 , deja vu,Olivia Rodrigo,87,pop,Pop,SOUR,2021-05-21,3:35,44,61,58,0,18,11,37,-7 db,181,D Major,10B,4,2022-04-25,6HU7h9RYOaPRFeh0R3UeAr
48 , Happier Than Ever,Billie Eilish,88,"art pop, electropop, pop",Pop,Happier Than Ever,2021-07-30,4:58,33,23,77,0,30,3,13,-9 db,81,C Major,8B,3,2022-04-25,4RVwu0g32PAqgUiJoXsdF8
49 , Something In The Way - Remastered,Nirvana,56,"grunge, permanent wave, rock",Rock,Nevermind (30th Anniversary Super Deluxe),1991-09-24,3:52,43,23,82,37,6,3,11,-12 db,105,G#/A♭ Major,4B,4,2022-04-25,2WL6GQzPuK9Nrpy9XwNEbz
50 , Better Days (NEIKED x Mae Muller x Polo G),"NEIKED,Mae Muller,Polo G",85,"scandipop, uk contemporary r&b, uk pop, chicago rap","Hip Hop, Dance/Electronic, R&B, Pop",Better Days (NEIKED x Mae Muller x Polo G),2021-09-24,2:40,72,67,0,0,70,3,9,-5 db,110,C Minor,5A,4,2022-04-25,6f5ExP43esnvdKPddwKXJH
