#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Kõk tu,"Irina Kairatovna,Shiza",55,"central asian hip hop, kazakh hip hop, kazakh pop, russian hip hop","Pop, Hip Hop",Kõk tu,2022-03-18,3:40,93,65,6,1,92,16,9,-7 db,137,F#/G♭ Major,2B,4,2022-04-08,1tVJ6OAOSN5D7e0kwrhdqc
2 , showdown,shadowraze,83,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-08,48fzAdCxamFYCHNXXLk6zn
3 , astral step,shadowraze,80,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-08,47iHvzU9Po0e6raFlgLBOF
4 , Heat Waves,Glass Animals,96,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-08,02MWAaffLxlfxAUY7c5dvx
5 , As It Was,Harry Styles,99,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-08,4LRPiXqCikLlN15c3yImP7
6 , MIDDLE OF THE NIGHT,Elley Duhé,97,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-08,58HvfVOeJY7lUuCqF0m3ly
7 , Sweater Weather,The Neighbourhood,95,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-08,2QjOHCTQ1Jl3zawyYOpxh6
8 , ЛАБИРИНТ,FACE,73,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-08,7biChppM3c8q7qcVl7ceb2
9 , Лёд,"WENARO,LXNER",76,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-08,7D8k995g6jdie4NF1E7Tpu
10 , Another Love,Tom Odell,59,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-08,7jtQIBanIiJOMS6RyCx6jZ
11 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",90,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-08,1HhNoOuqm1a5MXYEgAFl8o
12 , 5000,Irina Kairatovna,62,"central asian hip hop, kazakh hip hop, kazakh pop, russian hip hop","Pop, Hip Hop",13 ВЫПУСК,2020-10-30,3:14,78,55,4,0,59,44,9,-9 db,210,G#/A♭ Major,4B,4,2022-04-08,4SoNwm8ceBTUWdE5Ua5dxF
13 , ярче звёзд,ПОЛМАТЕРИ,63,,,иван марголдин президент россии,2020-08-18,2:47,45,91,2,0,26,5,19,-4 db,115,F#/G♭ Major,2B,4,2022-04-08,4CK9NEdPWB6rJ8N6BU20pN
14 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",94,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-08,5PjdY0CKGZdEuoNab3yDmX
15 , Marmalade,"Miyagi & Andy Panda,Mav-d",73,"russian hip hop,",Hip Hop,Marmalade,2021-11-19,3:40,73,51,57,0,51,5,12,-9 db,110,A#/B♭ Minor,3A,4,2022-04-08,7rvEwAILTqxBpdIyUifkE8
16 , Softcore,The Neighbourhood,94,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-08,2K7xn816oNHJZ0aVqdQsha
17 , первое свидание,Alyona Shvets,72,"russian alt pop, russian indie",Dance/Electronic,первое свидание,2020-12-04,2:32,76,50,69,0,61,11,16,-10 db,85,B Minor,10A,4,2022-04-08,4tPB6H0QcK4bDib8iauE28
18 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,75,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-08,77B4S4jkrAkL3Ng5hEHoUU
19 , Close Eyes,DVRST,87,,,Close Eyes,2021-05-25,2:12,78,57,7,84,21,6,14,-10 db,96,C Major,8B,4,2022-04-08,3CLSHJv5aUROAN2vfOyCOh
20 , adaptive strike,"shadowraze,LXNER,quiizzzmeow",76,"russian drain, russian hip hop, hyperpop, russian emo rap, russian hyperpop","Pop, Hip Hop",adaptive strike,2022-02-11,2:16,80,82,19,0,39,5,10,-7 db,102,C♯/D♭ Major,3B,4,2022-04-08,5jXocrsUwpKwWyI5BZLKFA
21 , Вороны,Xcho,69,"russian dance, russian hip hop","Dance/Electronic, Hip Hop",Вороны,2021-10-01,2:36,63,51,39,0,17,8,11,-5 db,176,F Minor,4A,4,2022-04-08,1eQc0azOMOv6VuqQi9c2Ba
22 , Танцы,ssshhhiiittt!,69,russian post-punk,Rock,Последнее лето (Часть 2),2019-09-30,2:55,48,97,14,0,86,6,79,-2 db,160,G Minor,6A,4,2022-04-08,5hY09NvKjD3gBQS3qhriXD
23 , Woman,Doja Cat,97,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-08,6Uj1ctrBOjOas8xZXGqKk4
24 , ТОЛПЫ КРИЧАТ,"uniqe,nkeeei,ARTEM SHILOVETS",73,"russian hip hop,",Hip Hop,ТОЛПЫ КРИЧАТ,2021-09-28,2:05,90,38,70,0,70,24,9,-7 db,130,D#/E♭ Minor,2A,4,2022-04-08,3mcw4dkjfzj5B4Ago9NSmN
25 , Ты и Я,Xcho,60,"russian dance, russian hip hop","Dance/Electronic, Hip Hop",Ты и Я,2022-03-25,2:28,86,67,43,0,39,23,9,-4 db,135,A Minor,8A,4,2022-04-08,5G8QKxPILlA34renUDrOih
