#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Crying in the Rain,Ali Gatie,70,"canadian hip hop, pop","Hip Hop, Pop",Crying in the Rain,2022-03-04,2:35,60,51,30,0,14,4,7,-8 db,118,C♯/D♭ Major,3B,4,2022-04-14,134G2m5YsPiZXFOduHEfSJ
2 , showdown,shadowraze,79,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-14,48fzAdCxamFYCHNXXLk6zn
3 , Селяви,MORGENSHTERN,64,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-14,3SOHFsSinxM6flLceYl5BT
4 , astral step,shadowraze,76,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-14,47iHvzU9Po0e6raFlgLBOF
5 , RAVE,Dxrk ダーク,70,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-14,01kfSdF9zfcDLri5sSWEoL
6 , Зелёный глаз,Минин,64,,,Зелёный глаз,2022-02-11,1:54,78,42,62,0,27,8,10,-11 db,135,E Minor,9A,4,2022-04-14,4ZOjdqmXLuwHDQUn9WWoFR
7 , ярче звёзд,ПОЛМАТЕРИ,61,,,иван марголдин президент россии,2020-08-18,2:47,45,91,2,0,26,5,19,-4 db,115,F#/G♭ Major,2B,4,2022-04-14,4CK9NEdPWB6rJ8N6BU20pN
8 , ЛАБИРИНТ,FACE,69,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-14,7biChppM3c8q7qcVl7ceb2
9 , Лёд,"WENARO,LXNER",72,"russian drain, hyperpop, russian hip hop","Pop, Hip Hop",Лёд,2021-07-12,2:32,64,79,17,0,95,6,16,-8 db,172,G#/A♭ Major,4B,4,2022-04-14,7D8k995g6jdie4NF1E7Tpu
10 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-14,4LRPiXqCikLlN15c3yImP7
