#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-11,4LRPiXqCikLlN15c3yImP7
2 , First Class,Jack Harlow,89,"deep underground hip hop, kentucky hip hop, rap",Hip Hop,First Class,2022-04-08,2:53,91,56,3,0,32,10,11,-6 db,107,G#/A♭ Major,4B,4,2022-04-11,1rDQ4oMwGJI7B4tovsBOxc
3 , Heat Waves,Glass Animals,95,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-11,02MWAaffLxlfxAUY7c5dvx
4 , ?mis sa tegid,5MIINUST,50,"estonian hip hop, estonian pop","Hip Hop, Pop",kõik on süüdi,2021-11-30,3:56,58,82,0,0,17,4,9,-6 db,120,E Minor,9A,4,2022-04-11,4VJpJ0g4b0KqF7KZHiwOpV
5 , MIDDLE OF THE NIGHT,Elley Duhé,95,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-11,58HvfVOeJY7lUuCqF0m3ly
6 , Селяви,MORGENSHTERN,62,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-11,3SOHFsSinxM6flLceYl5BT
7 , Down Under (feat. Colin Hay),"Luude,Colin Hay",74,"aussietronica, neo mellow, solo wave","Dance/Electronic, Folk/Acoustic",Down Under (feat. Colin Hay),2021-11-19,2:38,31,86,1,0,4,17,28,-4 db,172,B Minor,10A,4,2022-04-11,3Oww84xrmgjyr5J1ilOmAf
8 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",89,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-11,1HhNoOuqm1a5MXYEgAFl8o
9 , Another Love,Tom Odell,58,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-11,7jtQIBanIiJOMS6RyCx6jZ
10 , Softcore,The Neighbourhood,92,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",Hard To Imagine The Neighbourhood Ever Changing,2018-11-02,3:26,57,57,5,0,37,3,29,-6 db,94,A Minor,8A,4,2022-04-11,2K7xn816oNHJZ0aVqdQsha
