#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Szary świat,"sanah,Kwiat Jabłoni",78,"polish alternative, polish pop","New age, Pop",Szary świat,2022-03-17,3:23,70,49,24,0,21,4,9,-12 db,121,C♯/D♭ Major,3B,4,2022-04-08,7kHDzIjrqGw529abmoVgAa
2 , Trójkąt Bermudzki,"Sentino,Nitro,MASNY BEN,mgng",76,polish hip hop,Hip Hop,Trójkąt Bermudzki,2022-03-22,3:45,65,84,32,0,63,17,21,-5 db,128,C♯/D♭ Major,3B,4,2022-04-08,6L84MxeCGyg7fjTXzWYdmQ
3 , As It Was,Harry Styles,99,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-08,4LRPiXqCikLlN15c3yImP7
4 , Robotniczy Trap,"Young Igi,Żabson",69,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:11,85,81,3,0,50,30,6,-6 db,164,B Major,1B,4,2022-04-08,0Vm4VKVkSvKLyAHm6XWrfx
5 , Lawenda,"SB Maffija,White 2115,Białas,Kinny Zimmer,Bedoes,Pedro,francis",70,"polish hip hop, polish trap,",Hip Hop,Hotel Maffija 2,2022-01-28,3:34,64,54,66,0,59,5,12,-8 db,75,A Major,11B,4,2022-04-08,1kuw8HFbvgAg3tNqPj00Mb
6 , Narcyz,Chivas,76,"polish hip hop, polish trap",Hip Hop,Narcyz,2022-03-20,2:24,81,67,39,0,92,7,23,-6 db,105,C♯/D♭ Major,3B,4,2022-04-08,0tTy9lib8CQg7mwFF6lBbD
7 , Jetlag (feat. The Plug),"Malik Montana,DaChoyce,SRNO,The Plug",79,"polish hip hop, polish trap, dutch hip hop, dutch rap pop, uk hip hop","Hip Hop, Pop",Jetlag (feat. The Plug),2022-02-06,2:06,82,51,12,0,52,33,51,-7 db,125,G Major,9B,4,2022-04-08,2jG3STVcZ9fjYlhXPi7nJ1
8 , Lot,"Kizo,Wac Toja,BeMelo",34,"polish hip hop, polish trap,",Hip Hop,Lot,2022-04-06,2:47,74,91,5,0,71,11,11,-6 db,135,B Major,1B,4,2022-04-08,00h3UmLzktuyywU2faS7os
9 , Brudasy With Attitude (feat. Farid Bang),"Malik Montana,Farid Bang",70,"polish hip hop, polish trap, deep german hip hop, german hip hop",Hip Hop,Brudasy With Attitude (feat. Farid Bang),2022-04-01,2:31,92,47,17,0,54,32,7,-8 db,128,C♯/D♭ Major,3B,4,2022-04-08,6q5Bx8Jm9yZC7tmI3leDOi
10 , Polski Karnawał,"Young Igi,Żabson",64,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:27,85,76,17,0,83,16,6,-7 db,130,F#/G♭ Major,2B,4,2022-04-08,6QzEN3q6NpVFdxktMj427g
11 , Jeździec Bez Głowy,"Szpaku,PSR",28,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:07,72,66,45,0,38,10,8,-6 db,133,E Minor,9A,4,2022-04-08,16jEmtfWRH709yGmYNR4hf
12 , Człowiek Motyl,"Szpaku,LEEO",33,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:04,56,62,57,0,40,17,13,-10 db,126,D Major,10B,4,2022-04-08,6D5keZsDGF0r5q4Nj73KAZ
13 , Sen we śnie,"sanah,Grzegorz Turnau",69,"classic polish pop, poezja spiewana, sung poetry","Pop, World/Traditional, Dance/Electronic",Sen we śnie,2022-03-31,3:27,43,27,84,0,27,4,15,-12 db,119,C Minor,5A,4,2022-04-08,7EuS4txsabaZyF5mkixLAj
14 , Krokodyl Dundee,"Szpaku,Worek,Moody Scrag",36,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:32,56,63,36,0,53,7,10,-7 db,140,G#/A♭ Major,4B,4,2022-04-08,28h0ZFwYV84OffAbqVnbxy
15 , Dom,"Szpaku,PSR",35,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:05,73,72,45,0,39,13,24,-7 db,95,G Minor,6A,4,2022-04-08,2nZNHTvbMaIBS194W8c7iT
16 , Mr. Mime,"Szpaku,Kubi Producent",35,"polish hip hop, polish trap",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:23,83,57,13,0,67,5,19,-7 db,126,A Major,11B,4,2022-04-08,7IQRoeohy7RPrjxflWsbkG
17 , dres,"Miszel,Kabe",64,"polish alternative rap, polish hip hop, polish trap","New age, Hip Hop",dres,2022-04-01,2:55,65,55,8,0,72,7,32,-11 db,146,G#/A♭ Major,4B,4,2022-04-08,2JMzBOrwlTJFEKOea1uarD
18 , R.I.P. Krawczyk,"Szpaku,OLEK",35,"polish hip hop, polish trap",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,2:38,76,61,35,0,73,25,11,-6 db,112,G#/A♭ Major,4B,4,2022-04-08,5qsmfqG6u9ajbJMyH1bw08
19 , Tęsknię sobie,"sanah,Artur Rojek",71,"polish alternative, polish indie, polish pop","New age, R&B, Pop",Tęsknię sobie,2022-03-24,4:49,48,41,74,0,18,5,9,-10 db,95,G Major,9B,4,2022-04-08,2XrxfDmGGAkU14vQ9QVJeb
20 , Mateusz,"Szpaku,Kubi Producent",27,"polish hip hop, polish trap",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:09,53,62,16,0,37,27,18,-7 db,86,A#/B♭ Major,6B,4,2022-04-08,6ZTYmNJgzHjJLuIXlhiOSY
21 , Minimini2,"Szpaku,Quiz",35,"polish hip hop, polish alternative rap","New age, Hip Hop",Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,2:38,75,39,66,0,67,15,11,-5 db,85,C♯/D♭ Major,3B,4,2022-04-08,4sNqUUe7HSxkD0ZYobXlWz
22 , Ötzi,"Szpaku,PSR",34,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:16,79,55,14,0,57,24,10,-8 db,134,F#/G♭ Minor,11A,4,2022-04-08,2KWldP20Mp9fT87aZOFP7J
23 , PIĄTEK WIECZÓR,"Jacuś,Young Leosia",71,"polish hip hop, polish pop","Hip Hop, Pop",PIĄTEK WIECZÓR,2022-03-17,3:16,74,88,25,0,55,9,45,-4 db,125,G Major,9B,4,2022-04-08,38ryCMNFOZ6GW5udIFnQI7
24 , Afryka,"Szpaku,PSR",26,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,2:42,77,67,22,0,60,5,8,-7 db,105,A Major,11B,3,2022-04-08,2JD2C6QTsIjogwoP1QRn6y
25 , Alf,"Szpaku,Worek,Swizzy",35,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,2:51,69,66,27,0,71,18,15,-8 db,143,F#/G♭ Minor,11A,4,2022-04-08,50ASAzQzkHAZ4oZ9SQRPjQ
26 , Proste fakty,"SB Maffija,Bedoes,White 2115,Kuqe 2115,flexxy2115,BLACHA,Kubi Producent",77,"polish hip hop, polish trap",Hip Hop,Proste fakty,2022-01-28,3:38,72,71,28,0,79,19,15,-5 db,144,A Major,11B,4,2022-04-08,6IVFyySW33VfordEuGDPHk
