#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , haluun takas mun perhoset,pehmoaino,66,finnish pop,Pop,kaukana kotoa,2022-03-11,3:10,56,57,84,5,73,5,11,-10 db,139,F Minor,4A,3,2022-04-08,3bIKi7iQ8lnX5oA8xILBon
2 , Bändäri,"Pihlaja,Etta",65,"finnish dance pop, finnish hip hop, finnish pop","Dance/Electronic, Hip Hop, Pop",Ei bändäreit - EP,2022-03-25,2:35,75,72,4,0,57,4,10,-6 db,120,F Minor,4A,4,2022-04-08,3TC6Z4oLl3AYL1Vd7PtDr4
3 , As It Was,Harry Styles,99,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-08,4LRPiXqCikLlN15c3yImP7
4 , Ram pam pam,BESS,71,"finnish dance pop, finnish hip hop, finnish pop","Dance/Electronic, Hip Hop, Pop",Ram pam pam,2022-01-13,2:59,71,92,1,0,92,6,9,-6 db,140,E Minor,9A,4,2022-04-08,55qPuI6NekVyNPM6kh5DN4
5 , Mon Ami,T Swoop,61,finnish drill,,Mon Ami,2022-03-25,3:08,91,62,4,0,65,5,12,-5 db,126,B Major,1B,4,2022-04-08,1SllLQv2tfIlgtYXO5edRM
6 , Tähti,Fabe,66,"finnish dance pop, finnish hip hop, suomirap","Dance/Electronic, Hip Hop, World/Traditional",Tähti,2022-03-04,2:13,80,53,8,0,60,5,8,-6 db,83,F#/G♭ Minor,11A,4,2022-04-08,7tv9J2xwmdg0SoZ4QbQEBD
7 , Pohjola,Olli Halonen,67,,,Pohjola,2021-05-14,2:55,63,83,9,0,60,4,24,-7 db,104,B Minor,10A,4,2022-04-08,6YFcvJlcgQceRfJrVpmJa0
8 , Elämän ABC,Portion Boys,64,"finnish dance pop, finnish hip hop","Dance/Electronic, Hip Hop",Elämän ABC,2022-03-18,3:42,59,91,0,0,90,4,45,-5 db,130,G Minor,6A,4,2022-04-08,7ffZ0iPT1UQvgm4e1KsaDC
9 , edamame (feat. Rich Brian) - JVG x NCO Remix,"bbno$,JVG,NCO,Rich Brian",65,"canadian hip hop, dark trap, vapor trap, finnish dance pop, finnish hip hop, finnish pop, finnish trap, indonesian hip hop","Hip Hop, Dance/Electronic, Pop",edamame (feat. Rich Brian) [JVG x NCO Remix],2022-03-08,2:53,79,80,2,0,64,13,6,-5 db,106,C Major,8B,4,2022-04-08,0E4KuyQA4hHbhHUsc9G7zO
10 , 666,Kiki,65,finnish pop,Pop,666,2021-10-15,2:57,58,77,17,0,48,3,20,-4 db,140,C♯/D♭ Minor,12A,4,2022-04-08,7aP68E6dMvQ54Mu41Omke4
11 , Night Away (Dance) (feat. Tion Wayne),"A1 x J1,Tion Wayne",86,"chill drill, london rap",Dance/Electronic,Night Away (Dance) (feat. Tion Wayne),2022-03-03,2:55,71,55,24,0,84,8,14,-9 db,142,F Minor,4A,4,2022-04-08,7z5G2LOdV8okZn4yWg3q5g
12 , Ojaan,"Nelli Matula,Pyhimys,Club For Five",56,"finnish dance pop, finnish hip hop, finnish pop","Dance/Electronic, Hip Hop, Pop",Kiltti tyttö,2022-03-31,3:23,50,54,51,0,38,5,7,-7 db,68,A Major,11B,5,2022-04-08,2PpvDWbpPbVyk3cZIdrGlU
13 , Nallekarkit,"Mikael Gabriel,JVG",63,"finnish dance pop, finnish hip hop, finnish pop, finnish trap","Dance/Electronic, Hip Hop, Pop",Nallekarkit,2022-03-17,3:05,60,82,37,0,61,6,38,-6 db,123,A Major,11B,4,2022-04-08,51QtcsJ5xAoJTHxe1gXAaJ
14 , Another Love,Tom Odell,59,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-08,7jtQIBanIiJOMS6RyCx6jZ
15 , MIDDLE OF THE NIGHT,Elley Duhé,97,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-08,58HvfVOeJY7lUuCqF0m3ly
16 , Ethän tarkoittanut sitä,BEHM,66,finnish pop,Pop,Ethän tarkoittanut sitä,2022-02-11,3:20,66,62,51,0,35,3,11,-9 db,115,C Minor,5A,4,2022-04-08,5dtblyaDrGQxEeYW9Iv51z
17 , Niin Siin Vaan Kävi,"SMC Lähiörotat,JVG",54,"finnish hip hop, suomirap, finnish dance pop, finnish pop, finnish trap","Dance/Electronic, Hip Hop, Pop, World/Traditional",Niin Siin Vaan Kävi,2022-04-01,5:13,82,66,7,0,55,23,9,-8 db,92,C♯/D♭ Major,3B,4,2022-04-08,7I61JoM3TyzP8kWpeKK94A
