#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , Złote Tarasy,"Mr. Polska,Abel de Jong",63,"dutch hip hop, polish hip hop, polish trap",Hip Hop,Złote Tarasy,2022-04-08,2:26,88,60,52,0,93,33,29,-7 db,127,G Minor,6A,4,2022-04-11,0dorKIz071s55Jy0zxb4aW
2 , Trójkąt Bermudzki,"Sentino,Nitro,MASNY BEN,mgng",75,"polish hip hop, polish viral rap",Hip Hop,Trójkąt Bermudzki,2022-03-22,3:45,65,84,32,0,63,17,21,-5 db,128,C♯/D♭ Major,3B,4,2022-04-11,6L84MxeCGyg7fjTXzWYdmQ
3 , Szary świat,"sanah,Kwiat Jabłoni",76,"polish pop, polish alternative","New age, Pop",Szary świat,2022-03-17,3:23,70,49,24,0,21,4,9,-12 db,121,C♯/D♭ Major,3B,4,2022-04-11,7kHDzIjrqGw529abmoVgAa
4 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-11,4LRPiXqCikLlN15c3yImP7
5 , Robotniczy Trap,"Young Igi,Żabson",70,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:11,85,81,3,0,50,30,6,-6 db,164,B Major,1B,4,2022-04-11,0Vm4VKVkSvKLyAHm6XWrfx
6 , Lawenda,"SB Maffija,White 2115,Białas,Kinny Zimmer,Bedoes,Pedro,francis",68,"polish hip hop, polish trap,",Hip Hop,Hotel Maffija 2,2022-01-28,3:34,64,54,66,0,59,5,12,-8 db,75,A Major,11B,4,2022-04-11,1kuw8HFbvgAg3tNqPj00Mb
7 , Lot,"Kizo,Wac Toja,BeMelo",62,"polish hip hop, polish trap,",Hip Hop,Lot,2022-04-06,2:47,74,91,5,0,71,11,11,-6 db,135,B Major,1B,4,2022-04-11,00h3UmLzktuyywU2faS7os
8 , Jetlag (feat. The Plug),"Malik Montana,DaChoyce,SRNO,The Plug",78,"polish hip hop, polish trap, dutch hip hop, dutch rap pop, uk hip hop","Hip Hop, Pop",Jetlag (feat. The Plug),2022-02-06,2:06,82,51,12,0,52,33,51,-7 db,125,G Major,9B,4,2022-04-11,2jG3STVcZ9fjYlhXPi7nJ1
9 , Eldorado,"sanah,Daria Zawiałow",61,"polish pop, polish alternative, polish indie","New age, R&B, Pop",Eldorado,2022-04-07,4:11,54,74,4,7,31,3,11,-8 db,138,F#/G♭ Minor,11A,4,2022-04-11,0T0eGJ5vdF4ggbap2zAXmt
10 , Narcyz,Chivas,74,"polish hip hop, polish trap",Hip Hop,Narcyz,2022-03-20,2:24,81,67,39,0,92,7,23,-6 db,105,C♯/D♭ Major,3B,4,2022-04-11,0tTy9lib8CQg7mwFF6lBbD
11 , Polski Karnawał,"Young Igi,Żabson",63,"polish hip hop, polish trap",Hip Hop,amfisbena (DELUXE),2022-03-10,2:27,85,76,17,0,83,16,6,-7 db,130,F#/G♭ Major,2B,4,2022-04-11,6QzEN3q6NpVFdxktMj427g
12 , Brudasy With Attitude (feat. Farid Bang),"Malik Montana,Farid Bang",70,"polish hip hop, polish trap, german hip hop",Hip Hop,Brudasy With Attitude (feat. Farid Bang),2022-04-01,2:31,92,47,17,0,54,32,7,-8 db,128,C♯/D♭ Major,3B,4,2022-04-11,6q5Bx8Jm9yZC7tmI3leDOi
13 , Człowiek Motyl,"Szpaku,LEEO",62,"polish hip hop,",Hip Hop,Dom Dla Zmyślonych Przyjaciół Pana Mateusza,2022-04-06,3:04,56,62,57,0,40,17,13,-10 db,126,D Major,10B,4,2022-04-11,6D5keZsDGF0r5q4Nj73KAZ
14 , dres,"Miszel,Kabe",66,"polish alternative rap, polish hip hop, polish trap","New age, Hip Hop",dres,2022-04-01,2:55,65,55,8,0,72,7,32,-11 db,146,G#/A♭ Major,4B,4,2022-04-11,2JMzBOrwlTJFEKOea1uarD
