#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
13 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",87,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-21,5Z9KJZvQzH6PFmb8SNkxuk
14 , The Motto,"Tiësto,Ava Max",91,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-21,18asYwWugKjjsihZ0YvRxO
15 , low down,"venbee,Dan Fable",63,,,low down,2022-04-15,3:02,72,43,63,9,27,9,10,-11 db,80,C Major,8B,4,2022-04-21,6OlK1W3yH6V3pr6e81hI0u
16 , Down Under (feat. Colin Hay),"Luude,Colin Hay",70,"aussietronica, neo mellow, solo wave","Dance/Electronic, Folk/Acoustic",Down Under (feat. Colin Hay),2021-11-19,2:38,31,86,1,0,4,17,28,-4 db,172,B Minor,10A,4,2022-04-21,3Oww84xrmgjyr5J1ilOmAf
17 , Woman,Doja Cat,92,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-21,6Uj1ctrBOjOas8xZXGqKk4
18 , Infinity,Jaymes Young,91,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-21,1SOClUWhOi8vHZYMz3GluK
19 , Shivers,Ed Sheeran,91,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-21,50nfwKoDiSYg8zOCREWAm5
20 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",77,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-21,2DB4DdfCFMw1iaR6JaR03a
21 , No Role Modelz,J. Cole,87,"conscious hip hop, hip hop, north carolina hip hop, rap",Hip Hop,2014 Forest Hills Drive,2014-12-09,4:52,69,52,32,0,49,34,5,-8 db,100,A#/B♭ Minor,3A,4,2022-04-21,68Dni7IE4VyPkTOH9mRWHr
22 , oda tusam,rolands če,5,"latvian hip hop, latvian pop","Hip Hop, Pop",oda tusam,2022-04-19,3:09,82,73,9,0,51,10,28,-6 db,97,G#/A♭ Major,4B,4,2022-04-21,1TfmEat0dhCiJP8qwstt3Z
23 , THATS WHAT I WANT,Lil Nas X,92,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-21,0e8nrvls4Qqv5Rfa2UhqmO
24 , abcdefu,GAYLE,94,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-21,4fouWK6XVHhzl78KzQ1UjL
25 , Revenge,XXXTENTACION,86,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-21,5TXDeTFVRVY7Cvt0Dw4vWW
26 , Pepas,Farruko,81,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-21,2B4GHvToeLTOBB4QLzW3Ni
27 , After Dark,Mr.Kitty,75,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-21,0zCgWGmDF0aih5qexATyBn
28 , 505,Arctic Monkeys,82,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-21,58ge6dfP91o9oXMzq3XkIS
29 , Bones,Imagine Dragons,87,"modern rock, rock",Rock,Bones,2022-03-11,2:45,77,74,2,0,57,5,8,-4 db,114,F Minor,4A,4,2022-04-21,0HqZX76SFLDz2aW8aiqi7G
30 , Boyfriend,Dove Cameron,91,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-21,59CfNbkERJ3NoTXDvoURjj
31 , Without Me,Eminem,88,"detroit hip hop, hip hop, rap",Hip Hop,The Eminem Show,2002-05-26,4:50,91,67,0,0,66,7,24,-3 db,112,G Major,9B,4,2022-04-21,7lQ8MOhq6IN2w8EYcFNSUk
32 , Селяви,MORGENSHTERN,64,"russian hip hop, russian trap","Hip Hop, Latin",Селяви,2022-04-08,2:40,90,44,8,0,33,7,22,-9 db,100,F Major,7B,4,2022-04-21,3SOHFsSinxM6flLceYl5BT
33 , Wait a Minute!,WILLOW,87,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-21,0y60itmpH0aPKsFiGxmtnh
34 , Move Your Body,"Öwnboss,Sevek",83,"brazilian edm,",Dance/Electronic,Move Your Body,2021-10-29,2:37,85,82,2,0,25,5,10,-5 db,125,D Minor,7A,4,2022-04-21,6GomT970rCOkKAyyrwJeZi
35 , HDMI,BONES,78,"dark trap, underground hip hop",Hip Hop,Rotten,2014-12-02,2:19,71,29,69,81,12,6,32,-16 db,125,G Major,9B,4,2022-04-21,7I4ibsZgwuf46g0xHuTC8s
36 , Bad Habits,Ed Sheeran,92,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-21,3rmo8F54jFF8OgYsqTxm5d
37 , W (Kā pienākas),Prusax,41,latvian hip hop,Hip Hop,W (Kā pienākas),2022-03-30,2:54,64,77,13,0,56,4,27,-4 db,155,E Minor,9A,4,2022-04-21,1QtnkO460jPALmHFBSi4xx
38 , Daddy Issues,The Neighbourhood,86,"modern alternative rock, modern rock, pop","Rock, Pop",Wiped Out!,2015-10-30,4:20,59,52,7,15,34,3,12,-9 db,85,A#/B♭ Major,6B,4,2022-04-21,5E30LdtzQTGqRvNd7l6kG5
39 , Ghost,Justin Bieber,90,"canadian pop, pop",Pop,Justice,2021-03-19,2:33,60,74,19,0,44,5,42,-6 db,154,D Major,10B,4,2022-04-21,6I3mqTwhRpn34SLVafSH7G
40 , good 4 u,Olivia Rodrigo,92,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-21,4ZtFanR9U6ndgddUvNcjcG
41 , Formula,Labrinth,86,"indie poptimism, pop",Pop,Euphoria (Original Score from the HBO Series),2019-10-04,1:31,57,66,4,6,23,4,15,-6 db,145,B Major,1B,4,2022-04-21,6EtKlIQmGPB9SX8UjDJG5s
42 , Tom's Diner,"AnnenMayKantereit,Giant Rooks",86,"cologne indie, german singer-songwriter,","Classical, Pop",Tom's Diner,2019-06-28,4:29,68,43,38,0,33,14,36,-8 db,98,F#/G♭ Minor,11A,4,2022-04-21,0oA9wBGDY4uyILLg4GymWP
43 , Freaks,Surf Curse,86,"dreamo, indie surf, surf punk, vegas indie",Rock,Freaks,2021-05-15,2:27,35,94,0,63,41,5,5,-10 db,180,A Major,11B,4,2022-04-21,7EkWXAI1wn8Ii883ecd9xr
44 , Do It To It,"ACRAZE,Cherish",90,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary","Hip Hop, Pop, R&B",Do It To It,2021-08-20,2:37,85,81,2,5,64,9,7,-8 db,125,B Minor,10A,4,2022-04-21,20on25jryn53hWghthWWW3
45 , u.,niteboi,76,drift phonk,,u.,2017-01-22,2:54,46,65,22,87,6,10,11,-9 db,124,E Minor,9A,4,2022-04-21,0J7oHYxjF6Oln61wy0kP2i
46 , showdown,shadowraze,76,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-21,48fzAdCxamFYCHNXXLk6zn
47 , Blinding Lights,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020-03-20,3:20,51,73,0,0,33,6,9,-6 db,171,C♯/D♭ Major,3B,4,2022-04-21,0VjIjW4GlUZAMYd2vXMi3b
48 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,68,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-21,77B4S4jkrAkL3Ng5hEHoUU
49 , Watermelon Sugar,Harry Styles,89,pop,Pop,Fine Line,2019-12-13,2:54,55,82,12,0,56,5,34,-4 db,95,C Major,8B,4,2022-04-21,6UelLqGlWMcVH1E5c4H7lY
50 , Need to Know,Doja Cat,89,"dance pop, pop",Pop,Planet Her,2021-06-25,3:30,66,61,30,0,19,7,9,-7 db,130,C♯/D♭ Major,3B,4,2022-04-21,3Vi5XqYrmQgOYBajMWSvCi
