#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
1 , showdown,shadowraze,79,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-15,48fzAdCxamFYCHNXXLk6zn
2 , Kõk tu,"Irina Kairatovna,Shiza",53,"central asian hip hop, kazakh hip hop, kazakh pop, russian hip hop","Pop, Hip Hop",Kõk tu,2022-03-18,3:40,93,65,6,1,92,16,9,-7 db,137,F#/G♭ Major,2B,4,2022-04-15,1tVJ6OAOSN5D7e0kwrhdqc
3 , As It Was,Harry Styles,100,pop,Pop,As It Was,2022-03-31,2:47,52,73,34,0,66,6,31,-5 db,174,F#/G♭ Minor,11A,4,2022-04-15,4LRPiXqCikLlN15c3yImP7
4 , astral step,shadowraze,76,"russian drain, russian hip hop",Hip Hop,astral step,2021-10-29,2:01,80,62,1,0,69,29,10,-7 db,95,G Major,9B,4,2022-04-15,47iHvzU9Po0e6raFlgLBOF
5 , Heat Waves,Glass Animals,94,"gauze pop, indietronica, shiver pop","Pop, Rock",Dreamland (+ Bonus Levels),2020-08-06,3:58,76,53,44,0,53,9,9,-7 db,81,B Major,1B,4,2022-04-15,02MWAaffLxlfxAUY7c5dvx
6 , RAVE,Dxrk ダーク,70,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-15,01kfSdF9zfcDLri5sSWEoL
7 , Another Love,Tom Odell,57,"chill pop, pop",Pop,Long Way Down,2013-06-17,4:04,44,54,72,0,14,5,9,-9 db,123,E Minor,9A,4,2022-04-15,7jtQIBanIiJOMS6RyCx6jZ
8 , MIDDLE OF THE NIGHT,Elley Duhé,94,"alt z, pop",Pop,MIDDLE OF THE NIGHT,2020-01-10,3:04,41,61,2,0,9,5,12,-8 db,186,E Minor,9A,3,2022-04-15,58HvfVOeJY7lUuCqF0m3ly
9 , Sweater Weather,The Neighbourhood,92,"modern alternative rock, modern rock, pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-15,2QjOHCTQ1Jl3zawyYOpxh6
10 , Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons,JID,Arcane,League of Legends",88,"modern rock, rock, hip hop, rap, speedrun, video game music","Hip Hop, Rock, Easy listening",Mercury - Act 1,2021-09-03,2:53,73,78,24,0,56,27,43,-4 db,77,B Minor,10A,4,2022-04-15,1HhNoOuqm1a5MXYEgAFl8o
11 , 5000,Irina Kairatovna,58,"central asian hip hop, kazakh hip hop, kazakh pop, russian hip hop","Pop, Hip Hop",13 ВЫПУСК,2020-10-30,3:14,78,55,4,0,59,44,9,-9 db,210,G#/A♭ Major,4B,4,2022-04-15,4SoNwm8ceBTUWdE5Ua5dxF
12 , ЛАБИРИНТ,FACE,69,"kavkaz, russian emo rap, russian grime, russian hip hop, russian trap","Pop, Hip Hop, Latin",12,2019-10-01,2:49,87,72,21,0,91,14,18,-6 db,138,E Minor,9A,4,2022-04-15,7biChppM3c8q7qcVl7ceb2
